CollectionID,BranchID,Date,TargetAmount,CollectedAmount
COL02499,B004,2023-11-07 0:00:00,984035,957190
COL02500,B004,2023-11-30 0:00:00,2038381,1986680
COL02501,B003,2025-10-12 0:00:00,794036,847065
COL02502,B008,2024-11-30 0:00:00,4212180,4781221
COL02503,B001,2023-01-18 0:00:00,3241169,3290254
COL02504,B003,2023-09-27 0:00:00,1687634,1895061
COL02505,B001,2024-03-04 0:00:00,810512,786490
COL02506,B008,2024-07-10 0:00:00,1789847,2026827
COL02507,B002,2025-04-17 0:00:00,789914,767298
COL02508,B004,2023-06-11 0:00:00,4964904,4629955
COL02509,B008,2024-01-13 0:00:00,2127238,1857195
COL02510,B003,2025-10-23 0:00:00,4938083,3997943
COL02511,B003,2024-02-19 0:00:00,2350084,2438064
COL02512,B006,2023-02-25 0:00:00,4021664,4235751
COL02513,B007,2025-09-28 0:00:00,3725775,3912878
COL02514,B005,2024-08-24 0:00:00,2813510,2553977
COL02515,B008,2025-08-17 0:00:00,1236081,1150100
COL02516,B004,2024-07-16 0:00:00,583710,499284
COL02517,B001,2024-03-26 0:00:00,4788492,5245802
COL02518,B006,2025-11-15 0:00:00,781810,813601
COL02519,B006,2025-08-15 0:00:00,3083021,2947954
COL02520,B008,2025-01-24 0:00:00,4788970,4281583
COL02521,B003,2024-06-13 0:00:00,1974164,1711688
COL02522,B002,2025-06-30 0:00:00,3194409,2951771
COL02523,B007,2025-08-11 0:00:00,3929322,3976580
COL02524,B003,2024-08-11 0:00:00,3038177,3360836
COL02525,B005,2023-07-22 0:00:00,4340232,4511384
COL02526,B005,2024-04-07 0:00:00,3138114,3129838
COL02527,B003,2023-04-20 0:00:00,3079905,3520314
COL02528,B005,2024-05-11 0:00:00,1049395,860937
COL02529,B006,2025-02-16 0:00:00,4737859,3867879
COL02530,B006,2025-11-25 0:00:00,2470614,2799541
COL02531,B006,2025-09-14 0:00:00,1175682,1141173
COL02532,B006,2023-12-01 0:00:00,1400305,1423433
COL02533,B008,2025-02-23 0:00:00,1356138,1487282
COL02534,B007,2025-02-16 0:00:00,1790488,1398177
COL02535,B007,2024-02-16 0:00:00,2271103,2264956
COL02536,B006,2024-06-09 0:00:00,4970763,4746698
COL02537,B001,2024-05-18 0:00:00,594954,502707
COL02538,B004,2023-11-08 0:00:00,3206855,3432154
COL02539,B005,2024-11-05 0:00:00,2827786,2733823
COL02540,B005,2025-11-10 0:00:00,4624404,5077945
COL02541,B003,2023-11-28 0:00:00,4806559,5287257
COL02542,B008,2023-08-20 0:00:00,1909949,1494433
COL02543,B008,2024-10-02 0:00:00,3537148,2989184
COL02544,B004,2024-11-15 0:00:00,678127,592464
COL02545,B001,2024-11-01 0:00:00,4409287,3557053
COL02546,B008,2025-01-28 0:00:00,1865259,1916757
COL02547,B002,2024-09-03 0:00:00,3464079,3256834
COL02548,B005,2024-07-20 0:00:00,821653,893703
COL02549,B008,2024-08-08 0:00:00,1450045,1407653
COL02550,B003,2024-09-09 0:00:00,1038751,1148039
COL02551,B008,2025-07-29 0:00:00,4600878,4033645
COL02552,B006,2024-04-26 0:00:00,970184,859089
COL02553,B002,2023-08-24 0:00:00,564495,465724
COL02554,B003,2025-05-21 0:00:00,3063268,2572024
COL02555,B001,2025-02-19 0:00:00,2032928,2037795
COL02556,B005,2023-04-03 0:00:00,979740,854393
COL02557,B006,2024-11-09 0:00:00,2064038,2061127
COL02558,B001,2023-09-05 0:00:00,2756208,2682899
COL02559,B007,2024-11-25 0:00:00,3717646,3008607
COL02560,B007,2024-09-15 0:00:00,2874455,2355278
COL02561,B001,2023-08-10 0:00:00,2665539,2412623
COL02562,B008,2023-09-25 0:00:00,673635,564758
COL02563,B004,2024-04-25 0:00:00,3565030,3838574
COL02564,B006,2023-08-12 0:00:00,3341191,3288977
COL02565,B008,2023-02-14 0:00:00,534768,572106
COL02566,B003,2023-07-22 0:00:00,2858844,2499161
COL02567,B001,2024-01-08 0:00:00,2658727,2022897
COL02568,B002,2023-12-05 0:00:00,3701785,4152620
COL02569,B008,2024-12-22 0:00:00,2227428,2047763
COL02570,B005,2024-10-28 0:00:00,1010296,962238
COL02571,B003,2023-10-11 0:00:00,3753962,2878123
COL02572,B004,2025-11-25 0:00:00,1826275,1570587
COL02573,B001,2024-03-14 0:00:00,4014407,3066059
COL02574,B005,2023-03-24 0:00:00,1149997,1266955
COL02575,B005,2023-03-14 0:00:00,4665230,4425858
COL02576,B002,2025-08-17 0:00:00,2159963,1625286
COL02577,B002,2024-11-18 0:00:00,938376,937779
COL02578,B008,2023-08-26 0:00:00,4820701,5439270
COL02579,B001,2024-04-05 0:00:00,3079248,3141552
COL02580,B006,2024-10-30 0:00:00,2865344,2422024
COL02581,B008,2023-01-09 0:00:00,3545704,3543757
COL02582,B008,2023-04-15 0:00:00,2374610,2643021
COL02583,B007,2025-09-10 0:00:00,3001132,3044780
COL02584,B004,2024-03-10 0:00:00,3021678,2359124
COL02585,B008,2025-10-07 0:00:00,4429948,4036046
COL02586,B002,2025-12-24 0:00:00,4950341,5387411
COL02587,B002,2024-01-17 0:00:00,4435881,4462375
COL02588,B005,2023-12-08 0:00:00,2338163,2029441
COL02589,B007,2024-12-02 0:00:00,2925618,3141270
COL02590,B003,2023-11-03 0:00:00,2775084,2130141
COL02591,B008,2025-06-09 0:00:00,3770792,3859247
COL02592,B003,2024-10-20 0:00:00,4344356,4731680
COL02593,B002,2024-11-23 0:00:00,3489486,3838553
COL02594,B003,2025-10-24 0:00:00,3461349,3505883
COL02595,B005,2025-03-04 0:00:00,4313724,3786592
COL02596,B007,2023-05-22 0:00:00,4860636,4398159
COL02597,B007,2024-02-16 0:00:00,3831350,3223400
COL02598,B003,2023-11-19 0:00:00,4550804,3637594
COL02599,B007,2024-11-11 0:00:00,2613532,2904171
COL02600,B004,2023-06-09 0:00:00,4508162,4057864
COL02601,B001,2023-08-17 0:00:00,3256499,3353782
COL02602,B006,2024-10-19 0:00:00,2175341,2231345
COL02603,B001,2025-08-24 0:00:00,2931554,2579865
COL02604,B005,2024-10-22 0:00:00,3940472,3586745
COL02605,B003,2023-04-22 0:00:00,3924004,4121334
COL02606,B008,2023-10-19 0:00:00,4143859,4544860
COL02607,B006,2025-08-03 0:00:00,2728591,2860409
COL02608,B003,2023-01-26 0:00:00,3282790,3766302
COL02609,B004,2023-11-03 0:00:00,2921932,3050845
COL02610,B005,2024-12-26 0:00:00,736829,709847
COL02611,B001,2024-02-24 0:00:00,2735553,2258532
COL02612,B001,2024-09-21 0:00:00,4639509,3781315
COL02613,B004,2024-03-13 0:00:00,3423574,2842536
COL02614,B006,2024-10-27 0:00:00,2202910,1735430
COL02615,B007,2025-06-01 0:00:00,3186393,2578603
COL02616,B001,2023-02-21 0:00:00,1209840,1020237
COL02617,B006,2025-11-12 0:00:00,2979288,3006689
COL02618,B005,2025-12-29 0:00:00,1436218,1566215
COL02619,B002,2025-05-01 0:00:00,3697690,2921565
COL02620,B006,2025-10-05 0:00:00,2401215,2216084
COL02621,B007,2023-02-17 0:00:00,2814445,3118874
COL02622,B001,2025-07-25 0:00:00,781210,885202
COL02623,B004,2025-02-28 0:00:00,844333,668745
COL02624,B006,2025-10-28 0:00:00,2488156,2548729
COL02625,B005,2025-03-01 0:00:00,4047665,4381724
COL02626,B002,2025-09-18 0:00:00,982166,990683
COL02627,B005,2025-09-16 0:00:00,705698,631330
COL02628,B008,2024-05-23 0:00:00,519124,468188
COL02629,B005,2023-12-02 0:00:00,1978640,1673976
COL02630,B002,2025-09-09 0:00:00,3996409,3114396
COL02631,B001,2025-07-06 0:00:00,3525943,3733159
COL02632,B001,2023-05-06 0:00:00,2557928,1938559
COL02633,B005,2025-09-30 0:00:00,1517541,1510359
COL02634,B002,2024-03-23 0:00:00,2946803,2850448
COL02635,B007,2023-07-06 0:00:00,2737704,3057508
COL02636,B002,2024-12-18 0:00:00,4816905,4337353
COL02637,B003,2023-01-24 0:00:00,4996575,5575371
COL02638,B008,2023-02-05 0:00:00,2635990,2663437
COL02639,B005,2025-11-29 0:00:00,2595118,2188147
COL02640,B002,2025-08-20 0:00:00,2341529,2431363
COL02641,B007,2024-10-14 0:00:00,1580398,1552501
COL02642,B008,2024-06-17 0:00:00,2052731,1897611
COL02643,B002,2023-02-20 0:00:00,1513916,1198719
COL02644,B003,2025-07-03 0:00:00,4945896,5226835
COL02645,B001,2024-06-28 0:00:00,1827175,1753917
COL02646,B007,2025-01-03 0:00:00,3392424,3224350
COL02647,B007,2024-02-16 0:00:00,1939199,1972953
COL02648,B001,2025-11-08 0:00:00,2810647,2518195
COL02649,B008,2024-07-08 0:00:00,3182409,2665614
COL02650,B001,2025-06-17 0:00:00,2651953,2564332
COL02651,B001,2024-09-07 0:00:00,1939875,2112262
COL02652,B001,2024-11-23 0:00:00,3686328,4107382
COL02653,B001,2023-02-10 0:00:00,990284,865760
COL02654,B003,2024-01-07 0:00:00,2389215,2422333
COL02655,B007,2024-11-23 0:00:00,2311482,1951294
COL02656,B004,2025-09-04 0:00:00,3567914,3263807
COL02657,B004,2025-05-02 0:00:00,1634129,1315132
COL02658,B008,2024-08-15 0:00:00,4530023,4986335
COL02659,B006,2023-02-08 0:00:00,1007856,974693
COL02660,B006,2024-11-10 0:00:00,1572725,1463140
COL02661,B001,2023-09-13 0:00:00,1882645,2119245
COL02662,B007,2025-12-24 0:00:00,4315423,4935577
COL02663,B002,2023-08-19 0:00:00,4712858,4405026
COL02664,B001,2024-01-16 0:00:00,2762816,2577393
COL02665,B008,2025-05-03 0:00:00,3019525,2744936
COL02666,B008,2023-12-03 0:00:00,3036423,2624461
COL02667,B005,2025-05-28 0:00:00,3190365,2733698
COL02668,B006,2024-03-13 0:00:00,2920355,2959046
COL02669,B002,2024-08-25 0:00:00,4594436,4550958
COL02670,B005,2025-09-19 0:00:00,3677200,3120959
COL02671,B001,2025-01-30 0:00:00,4905174,5186310
COL02672,B004,2024-01-24 0:00:00,4513415,5042557
COL02673,B003,2025-12-02 0:00:00,2838501,3038362
COL02674,B007,2025-04-08 0:00:00,4269640,3471994
COL02675,B002,2025-12-21 0:00:00,1283110,1356992
COL02676,B007,2025-07-27 0:00:00,3615521,2840830
COL02677,B001,2023-12-08 0:00:00,1067416,860518
COL02678,B008,2025-10-05 0:00:00,1761192,1690462
COL02679,B006,2024-02-08 0:00:00,3876194,4389088
COL02680,B003,2023-03-22 0:00:00,4203884,4440774
COL02681,B008,2025-03-09 0:00:00,3197298,3288489
COL02682,B007,2023-05-15 0:00:00,4931741,4976405
COL02683,B006,2025-11-27 0:00:00,4643935,3979053
COL02684,B004,2023-06-02 0:00:00,1749941,1501104
COL02685,B008,2023-12-10 0:00:00,3710874,3541585
COL02686,B001,2025-08-06 0:00:00,3416804,3734715
COL02687,B001,2023-08-07 0:00:00,2979862,2298386
COL02688,B003,2025-11-19 0:00:00,3424891,3895496
COL02689,B003,2024-04-04 0:00:00,980804,826845
COL02690,B001,2024-12-20 0:00:00,941845,762137
COL02691,B008,2024-10-14 0:00:00,3208845,3213320
COL02692,B003,2025-02-05 0:00:00,4308683,4679449
COL02693,B004,2024-01-05 0:00:00,3362760,2651055
COL02694,B006,2024-02-03 0:00:00,3140497,3214096
COL02695,B003,2024-07-26 0:00:00,4339615,3540094
COL02696,B003,2024-04-02 0:00:00,2768123,3098082
COL02697,B001,2024-04-21 0:00:00,963501,1088160
COL02698,B005,2025-03-21 0:00:00,1127362,1292880
COL02699,B004,2023-08-30 0:00:00,3600198,3257538
COL02700,B007,2023-11-18 0:00:00,2792614,3192947
COL02701,B004,2023-04-09 0:00:00,719836,798255
COL02702,B003,2025-02-27 0:00:00,2116831,2078056
COL02703,B004,2023-10-18 0:00:00,3512252,3254945
COL02704,B005,2023-12-20 0:00:00,2156903,2158417
COL02705,B004,2025-11-14 0:00:00,2277645,1881909
COL02706,B004,2024-04-08 0:00:00,1844242,2018046
COL02707,B003,2023-05-21 0:00:00,4722312,4419161
COL02708,B001,2023-11-16 0:00:00,617443,537846
COL02709,B003,2025-02-21 0:00:00,2111532,2134849
COL02710,B004,2023-03-14 0:00:00,1125129,1160225
COL02711,B008,2024-01-28 0:00:00,4092603,3762960
COL02712,B004,2024-11-21 0:00:00,1119267,976019
COL02713,B008,2025-04-03 0:00:00,3696976,3187266
COL02714,B004,2024-10-16 0:00:00,4308502,3564739
COL02715,B003,2023-11-11 0:00:00,4237193,4524608
COL02716,B002,2023-10-03 0:00:00,4777675,3942396
COL02717,B003,2025-04-27 0:00:00,4182197,3452618
COL02718,B007,2023-10-16 0:00:00,3798531,4184584
COL02719,B003,2023-02-05 0:00:00,2375515,2298834
COL02720,B007,2023-05-11 0:00:00,3287915,3031720
COL02721,B006,2023-08-10 0:00:00,1763025,1517202
COL02722,B007,2025-03-20 0:00:00,2666373,2759099
COL02723,B005,2023-11-27 0:00:00,1482695,1138149
COL02724,B002,2025-11-06 0:00:00,4467972,3871483
COL02725,B001,2023-05-31 0:00:00,3960625,4080261
COL02726,B002,2023-06-24 0:00:00,3240870,2702012
COL02727,B001,2024-04-30 0:00:00,3772527,3307535
COL02728,B008,2024-01-26 0:00:00,1428505,1596427
COL02729,B008,2025-09-15 0:00:00,4526163,5163992
COL02730,B001,2025-07-24 0:00:00,2357496,2366282
COL02731,B005,2024-07-08 0:00:00,2987532,2985521
COL02732,B005,2025-09-20 0:00:00,2427847,2029926
COL02733,B006,2025-12-23 0:00:00,2165611,1817700
COL02734,B001,2024-09-14 0:00:00,2474416,2501358
COL02735,B004,2024-03-28 0:00:00,1300324,1304728
COL02736,B003,2024-03-24 0:00:00,1225448,1024083
COL02737,B006,2023-04-04 0:00:00,2718405,2185510
COL02738,B002,2023-10-29 0:00:00,4186941,4682667
COL02739,B002,2025-09-16 0:00:00,1233617,1193595
COL02740,B005,2023-10-06 0:00:00,1598450,1673446
COL02741,B007,2023-06-07 0:00:00,3089721,2883788
COL02742,B008,2024-11-11 0:00:00,1168017,1182608
COL02743,B004,2024-02-23 0:00:00,4947896,3800004
COL02744,B008,2025-12-03 0:00:00,2319905,2291939
COL02745,B003,2025-08-07 0:00:00,2708636,2703083
COL02746,B005,2023-04-10 0:00:00,2899188,2979709
COL02747,B001,2025-09-16 0:00:00,2701988,2370837
COL02748,B002,2025-09-08 0:00:00,1089036,1181502
COL02749,B001,2023-08-14 0:00:00,4236823,4684324
COL02750,B005,2025-04-06 0:00:00,794330,785431
COL02751,B006,2025-04-11 0:00:00,4706267,4984690
COL02752,B007,2025-04-29 0:00:00,2191648,1967962
COL02753,B008,2024-11-08 0:00:00,3925911,3624133
COL02754,B004,2024-05-14 0:00:00,2931060,2415081
COL02755,B001,2024-11-17 0:00:00,4920565,5611347
COL02756,B006,2025-10-09 0:00:00,3734490,2804146
COL02757,B001,2024-01-22 0:00:00,1825166,1813050
COL02758,B006,2024-06-24 0:00:00,1546897,1414865
COL02759,B002,2023-07-25 0:00:00,3253223,3333223
COL02760,B007,2023-02-19 0:00:00,1345871,1335673
COL02761,B004,2024-06-08 0:00:00,3094105,2822239
COL02762,B006,2024-11-15 0:00:00,1890529,1614411
COL02763,B006,2025-02-24 0:00:00,3051173,2589211
COL02764,B005,2025-03-18 0:00:00,3136065,2961536
COL02765,B004,2023-08-14 0:00:00,3110701,2597006
COL02766,B006,2023-10-25 0:00:00,2676327,2521881
COL02767,B005,2025-07-01 0:00:00,4231149,3659484
COL02768,B004,2025-02-28 0:00:00,3322219,2636125
COL02769,B001,2024-01-31 0:00:00,4058425,4142140
COL02770,B002,2023-07-28 0:00:00,1188723,1334404
COL02771,B006,2025-04-22 0:00:00,4262420,3646211
COL02772,B002,2023-12-24 0:00:00,1836141,1941441
COL02773,B001,2024-01-26 0:00:00,3704763,4254019
COL02774,B004,2024-07-19 0:00:00,2385584,2185610
COL02775,B002,2023-11-21 0:00:00,4223884,3869656
COL02776,B003,2023-11-06 0:00:00,3354027,3638268
COL02777,B001,2023-04-28 0:00:00,4221195,3442713
COL02778,B007,2024-05-03 0:00:00,2543499,2819671
COL02779,B008,2024-04-12 0:00:00,1677279,1422701
COL02780,B008,2025-07-17 0:00:00,2401407,2720413
COL02781,B006,2023-11-30 0:00:00,3923852,3610372
COL02782,B003,2023-03-18 0:00:00,4044943,4355347
COL02783,B001,2025-12-24 0:00:00,3988621,3358451
COL02784,B003,2025-12-12 0:00:00,3667222,3672278
COL02785,B008,2024-08-20 0:00:00,2944050,2373605
COL02786,B006,2024-10-20 0:00:00,1268168,1409570
COL02787,B008,2024-03-19 0:00:00,3958466,4027325
COL02788,B001,2024-04-29 0:00:00,1925996,1730170
COL02789,B006,2023-09-04 0:00:00,626624,609501
COL02790,B005,2023-09-04 0:00:00,4305310,3308151
COL02791,B008,2024-01-04 0:00:00,2748608,2668292
COL02792,B001,2025-07-15 0:00:00,629151,631958
COL02793,B008,2024-04-19 0:00:00,663125,605866
COL02794,B001,2024-08-31 0:00:00,3259958,2477400
COL02795,B003,2023-12-28 0:00:00,896637,888445
COL02796,B006,2025-01-27 0:00:00,3944283,3175674
COL02797,B002,2023-01-05 0:00:00,2963253,3011924
COL02798,B002,2024-04-09 0:00:00,4889365,3972602
COL02799,B008,2024-04-07 0:00:00,2207254,2046704
COL02800,B006,2025-12-18 0:00:00,4274847,4266134
COL02801,B004,2025-04-07 0:00:00,3992392,4419226
COL02802,B002,2024-03-27 0:00:00,1721741,1730589
COL02803,B005,2023-03-22 0:00:00,4461345,3620342
COL02804,B008,2023-12-06 0:00:00,1924809,2104828
COL02805,B008,2024-06-01 0:00:00,2070763,1813410
COL02806,B007,2023-04-30 0:00:00,2689417,2158061
COL02807,B007,2023-08-13 0:00:00,4680746,4274918
COL02808,B003,2024-11-09 0:00:00,3799007,3440509
COL02809,B008,2024-12-01 0:00:00,3810144,3272713
COL02810,B008,2025-06-01 0:00:00,2356626,2102295
COL02811,B008,2024-04-21 0:00:00,3608638,2979800
COL02812,B002,2023-07-12 0:00:00,2507474,2032361
COL02813,B005,2025-09-08 0:00:00,4742072,4390660
COL02814,B008,2025-12-18 0:00:00,4645066,3948577
COL02815,B007,2023-07-15 0:00:00,2299024,2580270
COL02816,B004,2024-02-02 0:00:00,4185354,4071629
COL02817,B002,2023-01-09 0:00:00,3798336,3592573
COL02818,B008,2025-08-24 0:00:00,2875602,3212145
COL02819,B008,2023-02-27 0:00:00,3386158,3794260
COL02820,B004,2024-07-03 0:00:00,1618352,1257511
COL02821,B002,2024-09-19 0:00:00,1933588,1668525
COL02822,B008,2023-12-30 0:00:00,3804787,3381490
COL02823,B006,2023-03-05 0:00:00,2763211,2609750
COL02824,B006,2024-02-14 0:00:00,4264319,3920789
COL02825,B002,2024-07-29 0:00:00,4671257,3765520
COL02826,B001,2023-07-28 0:00:00,4023957,3618374
COL02827,B003,2024-11-14 0:00:00,2352416,1940236
COL02828,B002,2024-08-10 0:00:00,3675999,2990819
COL02829,B005,2024-08-28 0:00:00,2159229,2244977
COL02830,B003,2023-04-23 0:00:00,4785008,4059336
COL02831,B002,2023-10-11 0:00:00,1591922,1297959
COL02832,B002,2025-01-01 0:00:00,4836486,4889751
COL02833,B003,2025-03-06 0:00:00,4409734,4809828
COL02834,B004,2024-11-25 0:00:00,1413836,1296101
COL02835,B002,2024-10-01 0:00:00,2174331,2110296
COL02836,B006,2023-02-26 0:00:00,3352377,3831879
COL02837,B004,2025-03-16 0:00:00,3917858,4056920
COL02838,B006,2025-01-19 0:00:00,3823200,3977982
COL02839,B007,2023-12-02 0:00:00,3400282,3113991
COL02840,B005,2023-08-14 0:00:00,1984570,2226172
COL02841,B001,2023-09-11 0:00:00,2429644,1984361
COL02842,B001,2024-12-13 0:00:00,1305204,1271414
COL02843,B005,2025-02-03 0:00:00,1915112,2035879
COL02844,B003,2025-11-14 0:00:00,2538502,2189128
COL02845,B003,2025-01-18 0:00:00,1799918,2061573
COL02846,B007,2025-03-18 0:00:00,3978768,4119259
COL02847,B001,2025-12-04 0:00:00,1670585,1682579
COL02848,B008,2024-06-30 0:00:00,3294662,2553444
COL02849,B001,2023-06-02 0:00:00,3229933,2676485
COL02850,B005,2023-07-03 0:00:00,3454757,3758874
COL02851,B007,2023-11-14 0:00:00,4959451,5290901
COL02852,B007,2023-11-05 0:00:00,2248127,2221634
COL02853,B006,2024-06-21 0:00:00,1080750,999346
COL02854,B003,2025-05-24 0:00:00,2144263,2028419
COL02855,B001,2024-01-01 0:00:00,2710785,2586611
COL02856,B005,2024-02-10 0:00:00,1562055,1486590
COL02857,B005,2024-03-26 0:00:00,988907,976035
COL02858,B004,2025-04-11 0:00:00,1607327,1454845
COL02859,B007,2024-10-21 0:00:00,4907437,5588956
COL02860,B006,2025-12-29 0:00:00,2069367,2225735
COL02861,B004,2025-12-21 0:00:00,4612829,4193694
COL02862,B001,2023-11-07 0:00:00,3005341,2978859
COL02863,B004,2023-07-24 0:00:00,1414718,1432877
COL02864,B001,2025-12-01 0:00:00,1335463,1366795
COL02865,B004,2025-06-23 0:00:00,2548359,2880598
COL02866,B004,2023-12-25 0:00:00,3795264,3755500
COL02867,B001,2023-06-24 0:00:00,861236,814146
COL02868,B004,2025-10-29 0:00:00,2674601,2129813
COL02869,B004,2023-02-09 0:00:00,4844541,5211941
COL02870,B004,2025-12-15 0:00:00,2967448,3134033
COL02871,B004,2025-07-06 0:00:00,1135925,1036908
COL02872,B007,2025-12-18 0:00:00,4250549,4491871
COL02873,B004,2023-05-15 0:00:00,3220053,3022322
COL02874,B007,2025-12-27 0:00:00,4191316,4518759
COL02875,B001,2023-01-31 0:00:00,1591603,1688792
COL02876,B005,2024-05-01 0:00:00,2674320,2642527
COL02877,B003,2025-10-31 0:00:00,1279894,1325950
COL02878,B003,2025-07-14 0:00:00,4340761,4845553
COL02879,B005,2025-01-28 0:00:00,3099668,3286462
COL02880,B002,2023-09-18 0:00:00,4751877,5080806
COL02881,B003,2025-01-30 0:00:00,1586545,1242266
COL02882,B005,2025-09-13 0:00:00,1011695,875234
COL02883,B001,2024-02-01 0:00:00,1479550,1148243
COL02884,B006,2024-04-02 0:00:00,4669522,4349823
COL02885,B006,2023-07-03 0:00:00,2567176,2457552
COL02886,B008,2024-11-28 0:00:00,2555144,2844137
COL02887,B004,2025-01-27 0:00:00,2639285,2273285
COL02888,B008,2024-12-21 0:00:00,4422516,3909742
COL02889,B008,2023-05-05 0:00:00,1050742,945755
COL02890,B005,2025-04-27 0:00:00,3413910,3895112
COL02891,B006,2024-06-04 0:00:00,1732300,1434707
COL02892,B001,2023-04-29 0:00:00,2229855,2492179
COL02893,B004,2023-04-30 0:00:00,3432194,2597395
COL02894,B008,2024-02-08 0:00:00,2654885,2751441
COL02895,B004,2023-01-12 0:00:00,3787097,3122435
COL02896,B006,2024-01-19 0:00:00,1883511,1732449
COL02897,B002,2024-07-07 0:00:00,3575489,3528970
COL02898,B006,2023-09-27 0:00:00,3863810,4156125
COL02899,B002,2023-12-06 0:00:00,4357134,3647012
COL02900,B008,2023-03-29 0:00:00,4020766,3767128
COL02901,B004,2025-03-29 0:00:00,902738,859847
COL02902,B008,2023-11-10 0:00:00,2971639,3416450
COL02903,B004,2025-02-25 0:00:00,3973718,4547231
COL02904,B008,2025-10-25 0:00:00,3794316,4148596
COL02905,B006,2024-10-24 0:00:00,1575651,1757292
COL02906,B005,2024-08-10 0:00:00,1920435,1989600
COL02907,B001,2024-03-21 0:00:00,1494599,1684695
COL02908,B001,2025-07-15 0:00:00,697288,750208
COL02909,B001,2023-05-21 0:00:00,4795194,3849405
COL02910,B003,2025-10-06 0:00:00,1639727,1768294
COL02911,B002,2024-03-11 0:00:00,2489150,2751444
COL02912,B002,2023-06-05 0:00:00,2643376,2885651
COL02913,B008,2025-07-13 0:00:00,1787218,1429431
COL02914,B001,2023-07-28 0:00:00,1296079,1293378
COL02915,B006,2024-03-04 0:00:00,3718287,3883171
COL02916,B001,2025-04-14 0:00:00,1354210,1540961
COL02917,B006,2024-10-12 0:00:00,4282095,3292702
COL02918,B003,2023-04-13 0:00:00,2256086,1844691
COL02919,B008,2024-10-01 0:00:00,4326696,4349632
COL02920,B002,2024-04-04 0:00:00,1987052,1730238
COL02921,B008,2025-02-11 0:00:00,2927647,2442414
COL02922,B007,2025-07-14 0:00:00,4180664,3526073
COL02923,B002,2024-12-30 0:00:00,3769354,3763851
COL02924,B007,2023-04-26 0:00:00,4887756,4094531
COL02925,B006,2023-02-27 0:00:00,3655007,2873955
COL02926,B002,2025-03-15 0:00:00,2854546,3108636
COL02927,B002,2024-02-06 0:00:00,4896942,3820469
COL02928,B005,2023-08-25 0:00:00,1129112,859113
COL02929,B003,2024-09-05 0:00:00,1477571,1254310
COL02930,B007,2023-10-14 0:00:00,1033778,956813
COL02931,B003,2023-03-16 0:00:00,3225691,2658553
COL02932,B007,2023-10-26 0:00:00,3798702,3024086
COL02933,B007,2023-05-22 0:00:00,4044925,3900348
COL02934,B002,2024-04-14 0:00:00,2997459,2547659
COL02935,B001,2023-11-15 0:00:00,2577715,2162905
COL02936,B007,2023-05-08 0:00:00,4299355,3819932
COL02937,B005,2024-01-02 0:00:00,2189600,1973279
COL02938,B004,2024-04-29 0:00:00,992723,795579
COL02939,B007,2023-02-02 0:00:00,4397438,3840710
COL02940,B002,2025-07-04 0:00:00,2648234,2249383
COL02941,B002,2025-05-18 0:00:00,4052859,3451173
COL02942,B004,2025-11-20 0:00:00,2645663,3005041
COL02943,B003,2025-10-22 0:00:00,1963819,2078456
COL02944,B008,2025-07-04 0:00:00,1783655,1429621
COL02945,B007,2025-12-26 0:00:00,2061038,1736749
COL02946,B001,2024-12-27 0:00:00,4755559,4637603
COL02947,B008,2024-03-29 0:00:00,4174717,4502903
COL02948,B001,2025-02-25 0:00:00,646781,655652
COL02949,B008,2023-04-03 0:00:00,828082,715831
COL02950,B003,2024-09-01 0:00:00,3474526,3652141
COL02951,B006,2025-04-05 0:00:00,1429059,1466177
COL02952,B007,2025-03-06 0:00:00,2285929,2500802
COL02953,B003,2023-06-19 0:00:00,3950010,4493496
COL02954,B002,2024-11-30 0:00:00,1854601,1963237
COL02955,B003,2025-09-13 0:00:00,3996007,3195249
COL02956,B006,2024-07-23 0:00:00,4178051,3907666
COL02957,B006,2023-08-15 0:00:00,4484884,3723836
COL02958,B005,2024-07-16 0:00:00,2244034,1757343
COL02959,B007,2024-03-16 0:00:00,1446642,1473876
COL02960,B001,2024-06-08 0:00:00,1714332,1781019
COL02961,B004,2023-01-16 0:00:00,4110352,4203649
COL02962,B008,2023-12-05 0:00:00,1614894,1635779
COL02963,B002,2025-12-18 0:00:00,3216548,3405481
COL02964,B003,2025-08-21 0:00:00,517747,532364
COL02965,B003,2024-05-18 0:00:00,1387676,1223522
COL02966,B004,2025-09-02 0:00:00,2313485,2167030
COL02967,B005,2025-05-16 0:00:00,4303307,4176554
COL02968,B005,2025-05-09 0:00:00,4592192,3940907
COL02969,B006,2023-05-28 0:00:00,926870,840824
COL02970,B005,2024-09-28 0:00:00,3600495,3301683
COL02971,B003,2024-07-12 0:00:00,4014214,4399294
COL02972,B002,2023-12-11 0:00:00,3968015,3360897
COL02973,B008,2023-09-21 0:00:00,4585502,4760399
COL02974,B002,2025-02-23 0:00:00,2296463,2049857
COL02975,B007,2023-11-29 0:00:00,2081797,2143937
COL02976,B002,2023-03-18 0:00:00,2865796,3091218
COL02977,B003,2024-08-06 0:00:00,2788963,3133864
COL02978,B005,2024-03-16 0:00:00,3733805,2825182
COL02979,B004,2023-03-09 0:00:00,883021,823703
COL02980,B002,2025-12-02 0:00:00,1180885,1210363
COL02981,B006,2025-12-16 0:00:00,3258502,3109417
COL02982,B001,2025-07-19 0:00:00,903516,1021686
COL02983,B005,2025-11-02 0:00:00,2441135,2117339
