LoanID,CustomerID,BranchID,Product,DisbursementDate,DisbursedAmount,OutstandingBalance,InterestRate,EMI,DelinquentDays,NPAFlag
L006895,C00237,B007,Personal Loan,2023-11-08 0:00:00,9940857,7437730,10.73,79532,140,Yes
L006896,C01071,B005,Home Loan,2023-02-02 0:00:00,5905557,2731079,7.66,63246,23,No
L006897,C00757,B001,Personal Loan,2025-05-08 0:00:00,5555431,3275140,8.14,119943,100,Yes
L006898,C01771,B004,Business Loan,2025-04-21 0:00:00,7049927,1876906,12.94,111434,52,No
L006899,C02276,B004,Auto Loan,2023-02-10 0:00:00,950851,213485,14.27,30232,112,Yes
L006900,C02908,B004,Personal Loan,2025-03-20 0:00:00,2067041,1862936,8.87,109435,12,No
L006901,C02110,B008,Personal Loan,2024-12-08 0:00:00,6256708,5299308,7.15,114951,56,No
L006902,C01344,B003,Personal Loan,2025-03-23 0:00:00,345024,102061,12.7,5416,75,No
L006903,C00686,B003,Personal Loan,2025-09-04 0:00:00,6195739,4536663,12.26,4708,25,No
L006904,C00587,B008,Personal Loan,2024-04-19 0:00:00,7618071,6775921,12.22,59626,43,No
L006905,C01371,B003,Home Loan,2024-05-06 0:00:00,1874217,1351376,12.15,56042,8,No
L006906,C02876,B006,Home Loan,2025-06-12 0:00:00,4088374,3230924,12.28,103960,78,No
L006907,C00219,B008,Auto Loan,2025-02-25 0:00:00,378459,374089,16.85,107689,101,Yes
L006908,C02637,B001,Home Loan,2024-11-16 0:00:00,8198876,4325462,14.41,95862,32,No
L006909,C02946,B005,Home Loan,2025-11-17 0:00:00,7224793,3965941,8.17,18343,83,No
L006910,C02391,B005,Personal Loan,2025-03-14 0:00:00,5298360,4100915,9.26,35446,105,Yes
L006911,C00668,B007,Home Loan,2024-05-03 0:00:00,6729514,1420880,15.46,85536,83,No
L006912,C00602,B008,Personal Loan,2025-01-24 0:00:00,1764103,847128,9.48,19340,54,No
L006913,C02441,B003,Auto Loan,2023-06-14 0:00:00,5784087,5632785,11.49,52826,34,No
L006914,C02958,B003,Home Loan,2023-02-06 0:00:00,3876370,2331544,10.6,25952,9,No
L006915,C02886,B005,Auto Loan,2024-10-29 0:00:00,8479220,2193848,16.94,92914,27,No
L006916,C02829,B005,Personal Loan,2023-01-15 0:00:00,1439599,1357731,16.43,113291,61,No
L006917,C02256,B008,Home Loan,2023-08-31 0:00:00,5856958,3924173,16.21,77436,95,Yes
L006918,C02993,B001,Business Loan,2023-07-03 0:00:00,3211696,1953777,14.7,64942,64,No
L006919,C02647,B002,Home Loan,2023-08-14 0:00:00,110591,85061,17.22,114469,25,No
L006920,C01589,B001,Business Loan,2024-05-18 0:00:00,8065948,7385599,13.84,26834,78,No
L006921,C02793,B002,Home Loan,2025-01-07 0:00:00,4679240,3798850,15.15,31700,100,Yes
L006922,C02408,B007,Business Loan,2023-05-26 0:00:00,8262778,4782909,14.48,52972,47,No
L006923,C02635,B001,Home Loan,2023-07-04 0:00:00,2079970,727180,11.56,97799,12,No
L006924,C02594,B005,Auto Loan,2024-09-15 0:00:00,7598129,3546415,17.27,98211,94,Yes
L006925,C00541,B004,Auto Loan,2025-06-10 0:00:00,3982016,1346031,9.65,88254,51,No
L006926,C00478,B006,Home Loan,2024-10-29 0:00:00,5363217,3246777,9.35,77909,120,Yes
L006927,C02953,B002,Personal Loan,2023-05-11 0:00:00,6404482,1861036,8.01,84305,117,Yes
L006928,C01311,B001,Personal Loan,2023-10-23 0:00:00,2663150,2344673,10.36,36963,32,No
L006929,C02395,B005,Business Loan,2024-09-09 0:00:00,3882005,934818,13.22,64162,39,No
L006930,C02450,B003,Auto Loan,2023-01-14 0:00:00,6155594,2849251,14.31,11309,124,Yes
L006931,C02282,B001,Auto Loan,2024-01-04 0:00:00,8760036,2636920,15.01,98889,119,Yes
L006932,C00434,B004,Personal Loan,2023-10-26 0:00:00,1409617,633385,9.49,97129,17,No
L006933,C01266,B007,Personal Loan,2023-10-30 0:00:00,1831377,1757369,10.68,95607,33,No
L006934,C02624,B006,Business Loan,2025-02-20 0:00:00,3677378,3572061,13.16,96096,142,Yes
L006935,C02866,B007,Auto Loan,2025-08-20 0:00:00,8698058,4076226,14.78,21370,1,No
L006936,C01911,B002,Business Loan,2023-12-22 0:00:00,1345309,1255627,8.24,15663,69,No
L006937,C02082,B007,Auto Loan,2025-09-11 0:00:00,1210909,396742,15.95,91543,66,No
L006938,C00068,B005,Home Loan,2023-05-29 0:00:00,903106,827694,9.77,20626,149,Yes
L006939,C01065,B003,Business Loan,2023-08-05 0:00:00,9390611,4883421,9.61,10259,20,No
L006940,C02715,B003,Business Loan,2025-03-27 0:00:00,2599793,1434559,9.29,6277,79,No
L006941,C00041,B007,Home Loan,2025-12-15 0:00:00,4294882,3772505,10.06,95227,112,Yes
L006942,C01926,B005,Auto Loan,2024-02-01 0:00:00,9715101,6236580,7.92,76089,34,No
L006943,C02289,B005,Auto Loan,2025-08-20 0:00:00,7956297,3378163,12.52,69395,44,No
L006944,C01794,B004,Personal Loan,2024-08-03 0:00:00,5201946,3242005,13.59,47979,126,Yes
L006945,C02198,B005,Business Loan,2024-11-10 0:00:00,9855500,5537018,13.61,92152,57,No
L006946,C01786,B007,Auto Loan,2024-05-28 0:00:00,3203307,1122529,11.46,16017,142,Yes
L006947,C00344,B001,Business Loan,2025-08-07 0:00:00,6899002,6230456,16.14,45741,37,No
L006948,C00183,B005,Personal Loan,2025-11-21 0:00:00,3221025,3104369,14.8,101090,73,No
L006949,C00345,B008,Business Loan,2023-01-16 0:00:00,6650046,5102775,8.11,80869,114,Yes
L006950,C01353,B006,Auto Loan,2025-05-20 0:00:00,8578329,3445702,11.69,81704,111,Yes
L006951,C01189,B007,Home Loan,2025-06-10 0:00:00,2341650,1319188,11.7,92583,50,No
L006952,C02795,B005,Auto Loan,2024-06-17 0:00:00,7846807,4451219,7.84,89571,12,No
L006953,C02485,B005,Auto Loan,2025-05-18 0:00:00,7810794,5708381,16.85,84911,79,No
L006954,C00797,B007,Personal Loan,2023-01-16 0:00:00,1357776,1314069,11.32,52089,127,Yes
L006955,C02606,B007,Auto Loan,2025-12-29 0:00:00,5599014,4448734,8.03,112684,72,No
L006956,C01407,B003,Home Loan,2024-11-19 0:00:00,5275762,5206347,17.31,88251,32,No
L006957,C01620,B005,Home Loan,2023-06-06 0:00:00,5451201,2241233,15.5,43924,7,No
L006958,C01395,B005,Auto Loan,2023-03-13 0:00:00,4418139,1404101,16.41,36239,121,Yes
L006959,C02657,B007,Auto Loan,2024-10-15 0:00:00,3109931,1028470,17.34,95616,129,Yes
L006960,C02235,B001,Personal Loan,2024-09-26 0:00:00,7445115,5139860,16.35,3702,132,Yes
L006961,C02925,B005,Home Loan,2024-07-24 0:00:00,8207817,4685047,7.23,25891,139,Yes
L006962,C00349,B001,Personal Loan,2023-03-07 0:00:00,9245460,6361691,15.8,70965,2,No
L006963,C00534,B008,Auto Loan,2024-01-14 0:00:00,6557364,4377978,8.72,53500,81,No
L006964,C01466,B001,Auto Loan,2024-07-26 0:00:00,6928696,3993683,17.94,93577,3,No
L006965,C01497,B008,Home Loan,2025-05-19 0:00:00,6154050,4610644,13.33,77029,53,No
L006966,C02844,B001,Business Loan,2025-06-10 0:00:00,3309658,925271,14.8,107034,90,No
L006967,C01029,B003,Auto Loan,2023-11-26 0:00:00,3802916,3082026,14.24,65227,16,No
L006968,C02994,B002,Personal Loan,2025-07-10 0:00:00,2782187,1637971,17.83,96326,123,Yes
L006969,C02743,B008,Home Loan,2024-11-10 0:00:00,1447267,1143071,10.25,104810,49,No
L006970,C00491,B004,Personal Loan,2023-05-04 0:00:00,2969881,1363600,8.6,58096,109,Yes
L006971,C00315,B006,Home Loan,2024-08-23 0:00:00,5224008,3599478,13.88,43128,44,No
L006972,C02141,B002,Home Loan,2024-10-02 0:00:00,2296447,844503,13.75,89393,146,Yes
L006973,C00679,B005,Business Loan,2023-08-09 0:00:00,4808940,4210882,10.56,71220,22,No
L006974,C02633,B005,Personal Loan,2025-06-03 0:00:00,5623968,3790700,16.27,118539,65,No
L006975,C01915,B006,Personal Loan,2024-08-01 0:00:00,5175126,3222793,11.45,79916,86,No
L006976,C00123,B004,Personal Loan,2024-03-30 0:00:00,8610229,7334772,10.35,82571,7,No
L006977,C02205,B007,Business Loan,2024-08-16 0:00:00,7049792,3584298,8.2,93957,39,No
L006978,C01768,B008,Personal Loan,2023-03-24 0:00:00,6249085,1669147,10.74,112814,75,No
L006979,C02560,B007,Home Loan,2024-06-05 0:00:00,6063600,3684305,13.24,23332,51,No
L006980,C01537,B001,Personal Loan,2025-05-03 0:00:00,3870015,1979797,7.52,20636,84,No
L006981,C02045,B007,Business Loan,2024-04-07 0:00:00,7147132,6534501,12.1,99531,103,Yes
L006982,C01272,B004,Auto Loan,2024-12-29 0:00:00,6444040,6335580,17.72,77582,64,No
L006983,C02745,B008,Business Loan,2024-11-18 0:00:00,2641905,1989762,13.81,112975,64,No
L006984,C01216,B002,Home Loan,2025-12-17 0:00:00,7820088,5973939,12.07,24388,103,Yes
L006985,C00022,B003,Personal Loan,2025-11-15 0:00:00,6084176,3096396,10.11,113256,60,No
L006986,C00679,B004,Business Loan,2024-12-26 0:00:00,2655839,1475661,7.45,42166,15,No
L006987,C01444,B007,Personal Loan,2024-04-20 0:00:00,152745,76741,16.66,52450,145,Yes
L006988,C02501,B004,Home Loan,2025-01-01 0:00:00,3644319,2736847,15.64,92975,142,Yes
L006989,C02286,B001,Home Loan,2025-03-02 0:00:00,4352118,3626873,7.27,40008,130,Yes
L006990,C02987,B002,Auto Loan,2023-02-05 0:00:00,7632535,6860498,14.53,19368,102,Yes
L006991,C00206,B001,Home Loan,2024-02-09 0:00:00,3151950,3090756,7.13,68571,90,No
L006992,C01897,B003,Personal Loan,2024-11-22 0:00:00,226627,51197,14.05,12288,106,Yes
L006993,C00194,B007,Personal Loan,2025-06-05 0:00:00,7556132,3448526,10.56,18907,146,Yes
L006994,C01865,B004,Home Loan,2024-02-23 0:00:00,8629554,8175874,14.37,50203,43,No
L006995,C01648,B008,Business Loan,2023-06-22 0:00:00,6293663,4602830,7.95,94497,138,Yes
L006996,C02612,B007,Business Loan,2025-09-04 0:00:00,7788313,6419191,7.67,5078,9,No
L006997,C00902,B006,Business Loan,2025-08-18 0:00:00,4860409,3335298,17.24,31728,51,No
L006998,C01607,B008,Home Loan,2025-08-19 0:00:00,5832056,1623770,10.22,34494,123,Yes
L006999,C00872,B007,Business Loan,2025-10-18 0:00:00,9513468,9070495,13.09,87515,28,No
L007000,C01743,B005,Business Loan,2025-12-08 0:00:00,3263347,2640782,15.93,29580,92,Yes
L007001,C01873,B005,Home Loan,2025-07-17 0:00:00,9098271,5239571,11.07,102624,56,No
L007002,C02626,B008,Business Loan,2023-06-05 0:00:00,935036,412571,10.56,42100,77,No
L007003,C00932,B002,Auto Loan,2024-06-02 0:00:00,6572771,3821909,16.52,12487,100,Yes
L007004,C00434,B007,Personal Loan,2025-01-12 0:00:00,4698953,3256397,9.94,52911,127,Yes
L007005,C02830,B007,Business Loan,2025-03-20 0:00:00,4692272,1797005,16.8,59887,107,Yes
L007006,C01237,B007,Business Loan,2025-10-12 0:00:00,9854752,8887033,12.56,13387,80,No
L007007,C02304,B001,Personal Loan,2023-12-07 0:00:00,5961284,4208586,8.73,21188,58,No
L007008,C01090,B008,Auto Loan,2023-12-27 0:00:00,7890208,3622476,12.22,78690,38,No
L007009,C02605,B008,Personal Loan,2023-06-12 0:00:00,7742163,2363960,7.83,21852,16,No
L007010,C02195,B001,Home Loan,2025-06-16 0:00:00,8727959,5140232,13.47,53559,103,Yes
L007011,C02864,B004,Personal Loan,2025-03-11 0:00:00,8200054,7508654,8.01,49567,148,Yes
L007012,C00741,B006,Auto Loan,2023-12-13 0:00:00,839236,788560,17.21,13954,148,Yes
L007013,C00137,B006,Home Loan,2023-11-10 0:00:00,1551866,1549850,14.06,114397,144,Yes
L007014,C02547,B003,Auto Loan,2025-01-26 0:00:00,2917113,765134,11.21,32645,86,No
L007015,C02374,B004,Personal Loan,2023-10-02 0:00:00,3818648,1340176,16.09,111794,86,No
L007016,C01656,B003,Home Loan,2023-07-31 0:00:00,6602138,6502122,16.36,29422,39,No
L007017,C00539,B007,Home Loan,2023-10-22 0:00:00,1714984,537789,16.19,69458,3,No
L007018,C01841,B001,Auto Loan,2023-11-26 0:00:00,5563925,2602919,16.83,9956,34,No
L007019,C00257,B001,Auto Loan,2023-01-08 0:00:00,1071285,256440,16.62,35495,94,Yes
L007020,C02719,B002,Auto Loan,2023-11-02 0:00:00,3145532,1077186,13.57,106894,115,Yes
L007021,C02577,B007,Business Loan,2023-08-18 0:00:00,9906096,2529315,10.15,116954,66,No
L007022,C02842,B005,Home Loan,2024-03-29 0:00:00,5441762,1686088,7.74,40751,83,No
L007023,C01650,B006,Personal Loan,2025-01-01 0:00:00,6477151,3357723,10.93,17224,128,Yes
L007024,C00563,B004,Personal Loan,2025-03-04 0:00:00,6088026,4462601,17.77,70190,116,Yes
L007025,C01762,B007,Personal Loan,2023-11-06 0:00:00,2525316,664365,13.97,74238,38,No
L007026,C00862,B002,Business Loan,2023-09-22 0:00:00,9412189,6080847,8.78,88961,141,Yes
L007027,C00187,B006,Home Loan,2024-05-03 0:00:00,1642660,1357756,16.81,19405,79,No
L007028,C00831,B003,Personal Loan,2025-01-29 0:00:00,1832668,1279371,14.84,109800,135,Yes
L007029,C00864,B002,Auto Loan,2024-10-12 0:00:00,1480076,1476977,7.63,63491,12,No
L007030,C01974,B006,Personal Loan,2023-11-30 0:00:00,6760830,5766043,13.64,77129,64,No
L007031,C02844,B003,Auto Loan,2023-05-23 0:00:00,8827759,6857825,8.37,60628,148,Yes
L007032,C01793,B008,Personal Loan,2025-02-09 0:00:00,3022060,821605,13.44,75114,112,Yes
L007033,C02243,B008,Auto Loan,2023-01-04 0:00:00,4445828,1823579,9.54,117488,44,No
L007034,C00494,B005,Business Loan,2023-05-30 0:00:00,433585,315656,12.89,51469,23,No
L007035,C02862,B006,Home Loan,2024-03-08 0:00:00,823534,605857,10.55,65792,87,No
L007036,C02610,B006,Auto Loan,2023-05-19 0:00:00,8362158,2160682,12.07,101086,137,Yes
L007037,C00814,B003,Auto Loan,2024-03-18 0:00:00,7591207,1574869,12.81,27558,89,No
L007038,C01973,B004,Business Loan,2025-05-29 0:00:00,6985776,1718931,11.27,72371,87,No
L007039,C02876,B001,Home Loan,2023-05-09 0:00:00,381943,377805,15.08,75389,111,Yes
L007040,C02431,B004,Business Loan,2024-08-22 0:00:00,9860649,5571230,8.76,30045,70,No
L007041,C02098,B006,Business Loan,2023-10-09 0:00:00,4276973,3589874,13.28,74246,128,Yes
L007042,C00108,B002,Business Loan,2025-08-07 0:00:00,3673693,1579316,13.37,47566,30,No
L007043,C01116,B001,Personal Loan,2024-09-16 0:00:00,358644,338010,12.27,25360,17,No
L007044,C00331,B004,Personal Loan,2025-04-10 0:00:00,7847369,4916199,12.83,57574,109,Yes
L007045,C00576,B006,Auto Loan,2024-01-16 0:00:00,2244229,1584273,14.47,31897,6,No
L007046,C01086,B002,Home Loan,2023-03-28 0:00:00,1257552,839726,16.67,68922,96,Yes
L007047,C00188,B001,Business Loan,2025-05-22 0:00:00,3431944,2041919,11.99,82427,124,Yes
L007048,C01365,B003,Personal Loan,2024-06-04 0:00:00,2251670,662504,9,89675,129,Yes
L007049,C02123,B003,Auto Loan,2025-09-18 0:00:00,4209308,2703420,7.94,6206,58,No
L007050,C02572,B002,Home Loan,2023-05-15 0:00:00,7489936,3819311,10.29,34467,78,No
L007051,C01340,B006,Home Loan,2023-02-28 0:00:00,1288428,774475,10.7,117992,75,No
L007052,C00448,B005,Personal Loan,2023-06-14 0:00:00,3479327,1589871,17.58,119853,84,No
L007053,C01735,B004,Business Loan,2025-09-28 0:00:00,7294070,5185838,16.02,3283,75,No
L007054,C01250,B003,Business Loan,2024-10-19 0:00:00,514976,483497,12.55,32355,82,No
L007055,C01612,B001,Home Loan,2023-11-07 0:00:00,7773563,5005431,10.99,33184,12,No
L007056,C02891,B008,Auto Loan,2023-07-29 0:00:00,4613707,4176079,12.05,97253,83,No
L007057,C00166,B007,Auto Loan,2024-03-01 0:00:00,5040523,3789805,7.4,91451,45,No
L007058,C00635,B002,Personal Loan,2023-10-13 0:00:00,720358,262908,17.81,5943,75,No
L007059,C01763,B002,Business Loan,2025-10-06 0:00:00,837340,584194,15.59,64606,149,Yes
L007060,C02847,B005,Personal Loan,2023-02-21 0:00:00,3363097,780298,10.95,25117,64,No
L007061,C01468,B001,Auto Loan,2023-01-13 0:00:00,5477578,4687127,13.74,110997,83,No
L007062,C00186,B006,Personal Loan,2024-02-12 0:00:00,8985209,7128423,12.38,35766,89,No
L007063,C00073,B001,Business Loan,2023-06-29 0:00:00,4846603,1646356,9.19,60825,54,No
L007064,C02601,B002,Auto Loan,2023-05-01 0:00:00,1443883,1297126,9.78,28278,147,Yes
L007065,C01266,B005,Personal Loan,2024-09-27 0:00:00,6830523,4486080,12.9,21300,57,No
L007066,C01001,B008,Auto Loan,2025-10-12 0:00:00,5406181,3681794,8.9,3007,63,No
L007067,C00558,B005,Auto Loan,2023-05-13 0:00:00,8351791,7927230,15.98,3197,7,No
L007068,C02366,B003,Personal Loan,2025-01-23 0:00:00,2668778,2101653,13.05,10114,127,Yes
L007069,C00548,B003,Home Loan,2025-04-17 0:00:00,4944343,4019957,8.79,72015,50,No
L007070,C02150,B004,Business Loan,2025-06-12 0:00:00,6303732,5771207,13.09,47746,94,Yes
L007071,C01935,B003,Auto Loan,2025-04-28 0:00:00,9202230,7703486,7.84,82480,51,No
L007072,C00197,B005,Personal Loan,2024-12-22 0:00:00,7838109,6360416,16.35,15564,73,No
L007073,C01277,B005,Personal Loan,2025-05-17 0:00:00,7813920,5450414,15.9,31178,57,No
L007074,C01169,B004,Personal Loan,2023-02-12 0:00:00,6554250,5217553,8.75,68054,13,No
L007075,C01546,B006,Home Loan,2025-03-02 0:00:00,7136688,2648686,15.29,53996,45,No
L007076,C02318,B001,Business Loan,2023-01-17 0:00:00,7379381,2224480,13.11,98923,20,No
L007077,C00682,B008,Home Loan,2023-02-09 0:00:00,4538348,2240018,10.47,43775,28,No
L007078,C02819,B007,Auto Loan,2023-04-18 0:00:00,3210719,2517085,12.02,87117,47,No
L007079,C02271,B004,Auto Loan,2024-01-06 0:00:00,9795202,6327478,13.23,79664,19,No
L007080,C00510,B008,Auto Loan,2024-02-07 0:00:00,3651582,1768448,15.88,64246,103,Yes
L007081,C01218,B001,Auto Loan,2023-04-04 0:00:00,8553115,4645349,17.27,80814,53,No
L007082,C00323,B007,Auto Loan,2023-06-11 0:00:00,7520343,3905634,17,9670,73,No
L007083,C01902,B003,Personal Loan,2025-03-27 0:00:00,7797160,1943425,17.76,100284,14,No
L007084,C01441,B006,Personal Loan,2024-10-22 0:00:00,8150673,2091422,17.42,31394,138,Yes
L007085,C02710,B002,Home Loan,2024-11-03 0:00:00,4856864,1499981,11.13,5968,150,Yes
L007086,C02681,B001,Home Loan,2023-02-01 0:00:00,9875324,2728341,9.19,88111,114,Yes
L007087,C02450,B006,Home Loan,2023-02-04 0:00:00,5567528,4198469,16.13,58307,139,Yes
L007088,C02373,B004,Auto Loan,2025-03-08 0:00:00,8908385,4980557,9.65,7179,124,Yes
L007089,C02705,B001,Personal Loan,2023-11-29 0:00:00,4076324,1916244,7.94,112379,56,No
L007090,C01365,B006,Personal Loan,2023-11-14 0:00:00,8622554,5705054,12.49,107816,136,Yes
L007091,C00131,B003,Personal Loan,2024-01-06 0:00:00,3835467,2040834,10.95,71592,62,No
L007092,C02304,B005,Business Loan,2025-12-10 0:00:00,3256426,1594885,16.54,96916,69,No
L007093,C02880,B004,Auto Loan,2024-12-23 0:00:00,3986549,2593718,16.31,51644,111,Yes
L007094,C02327,B006,Personal Loan,2025-06-01 0:00:00,793846,304368,12.54,27869,15,No
L007095,C02527,B008,Personal Loan,2025-12-10 0:00:00,8923914,7530415,7.7,8603,139,Yes
L007096,C00202,B004,Auto Loan,2024-11-30 0:00:00,9624952,6161725,10.92,42468,47,No
L007097,C02444,B008,Personal Loan,2025-08-18 0:00:00,342900,334497,15.7,22678,105,Yes
L007098,C00146,B003,Personal Loan,2023-08-03 0:00:00,4589588,3906911,13.07,116469,17,No
L007099,C02790,B006,Business Loan,2023-04-12 0:00:00,8962142,4197252,17.31,30037,108,Yes
L007100,C02137,B005,Auto Loan,2024-10-06 0:00:00,3634124,2207300,16.48,14095,36,No
L007101,C00109,B007,Personal Loan,2023-07-04 0:00:00,6872186,3935688,10.34,69710,105,Yes
L007102,C02798,B002,Auto Loan,2024-02-03 0:00:00,7459053,5681299,8.68,95735,17,No
L007103,C01307,B006,Personal Loan,2023-05-03 0:00:00,6759360,6424805,14.98,70737,141,Yes
L007104,C00058,B003,Business Loan,2025-04-13 0:00:00,2576550,1258194,7.83,116156,72,No
L007105,C01552,B001,Auto Loan,2023-04-30 0:00:00,2936958,1522558,7.85,85406,14,No
L007106,C00406,B002,Personal Loan,2024-04-09 0:00:00,4082734,2108329,7.77,63943,102,Yes
L007107,C00642,B004,Auto Loan,2025-08-23 0:00:00,8612770,5382468,15.33,86062,14,No
L007108,C01795,B003,Business Loan,2024-12-09 0:00:00,4469163,2275193,7.87,61352,24,No
L007109,C02661,B005,Business Loan,2025-01-27 0:00:00,8711403,4542867,10.08,95791,106,Yes
L007110,C02239,B001,Business Loan,2025-09-12 0:00:00,2750319,1517022,7.74,72481,4,No
L007111,C00291,B001,Home Loan,2023-01-09 0:00:00,4573402,1735204,11.55,41646,76,No
L007112,C02670,B007,Auto Loan,2023-12-26 0:00:00,8780996,4677241,13.07,11481,75,No
L007113,C02346,B002,Auto Loan,2024-04-19 0:00:00,3459231,1501450,10.62,43350,40,No
L007114,C01450,B008,Home Loan,2024-07-17 0:00:00,6145875,3397026,8.46,37873,112,Yes
L007115,C01010,B002,Auto Loan,2023-02-01 0:00:00,1681686,1453421,13.63,72413,23,No
L007116,C00615,B008,Business Loan,2025-11-22 0:00:00,5913489,3200353,15.21,50363,5,No
L007117,C01709,B004,Business Loan,2025-03-06 0:00:00,9916272,4669941,15.88,77051,106,Yes
L007118,C02590,B004,Auto Loan,2025-02-18 0:00:00,4858934,4467765,7.98,34698,72,No
L007119,C00611,B006,Home Loan,2023-02-09 0:00:00,595039,277769,8.79,29855,14,No
L007120,C01615,B003,Home Loan,2023-01-23 0:00:00,5385868,2323761,10.57,115291,102,Yes
L007121,C00620,B001,Personal Loan,2024-02-13 0:00:00,3917077,2035816,8.03,35695,12,No
L007122,C01907,B002,Home Loan,2023-06-17 0:00:00,5566839,3697185,7.34,70750,116,Yes
L007123,C00223,B002,Auto Loan,2025-07-13 0:00:00,9872586,9820982,12.2,106330,89,No
L007124,C02350,B007,Personal Loan,2024-05-27 0:00:00,2866118,1739436,14.61,78132,127,Yes
L007125,C00506,B004,Auto Loan,2025-10-18 0:00:00,267956,100663,13.37,85318,81,No
L007126,C02485,B005,Home Loan,2024-11-14 0:00:00,5168923,4142614,11.69,61303,45,No
L007127,C01150,B008,Business Loan,2024-04-10 0:00:00,206071,179672,13.47,51353,3,No
L007128,C02599,B003,Personal Loan,2023-12-19 0:00:00,8193102,4451476,11.26,12508,131,Yes
L007129,C02992,B002,Auto Loan,2023-06-16 0:00:00,2934167,827572,14.06,43005,113,Yes
L007130,C02509,B001,Auto Loan,2024-11-18 0:00:00,5133362,4168075,9.34,78894,149,Yes
L007131,C00454,B003,Personal Loan,2024-01-07 0:00:00,9666286,5384187,7.89,104849,77,No
L007132,C01190,B002,Personal Loan,2023-11-03 0:00:00,5834387,4866922,11.83,111690,71,No
L007133,C01316,B003,Personal Loan,2024-05-28 0:00:00,5993034,3392617,16.02,109068,19,No
L007134,C00228,B006,Personal Loan,2025-06-01 0:00:00,1365025,972273,9.57,75564,145,Yes
L007135,C00462,B003,Business Loan,2025-11-30 0:00:00,6831763,2144266,12.86,27899,37,No
L007136,C01109,B008,Auto Loan,2023-07-05 0:00:00,6127426,5607229,15.37,12149,27,No
L007137,C01362,B001,Personal Loan,2024-01-23 0:00:00,679922,235480,11.74,45916,71,No
L007138,C01305,B001,Home Loan,2025-01-08 0:00:00,4123418,1092374,15.3,44387,3,No
L007139,C00312,B006,Home Loan,2025-04-11 0:00:00,6166794,3597480,16,113114,4,No
L007140,C01797,B002,Personal Loan,2025-02-12 0:00:00,9971464,5384285,9.05,19022,47,No
L007141,C01512,B005,Personal Loan,2024-04-07 0:00:00,7131360,1828324,13.1,83865,140,Yes
L007142,C00164,B008,Home Loan,2024-06-18 0:00:00,6198214,3644349,13.64,28480,68,No
L007143,C01472,B007,Home Loan,2025-01-10 0:00:00,223499,176209,11.16,39342,143,Yes
L007144,C00762,B002,Auto Loan,2024-11-16 0:00:00,1840333,649645,9.55,20471,73,No
L007145,C02570,B005,Home Loan,2025-12-29 0:00:00,5139269,4729796,9.93,56300,12,No
L007146,C02695,B002,Home Loan,2023-01-17 0:00:00,7260282,5769088,9.49,19358,96,Yes
L007147,C01507,B006,Business Loan,2023-06-09 0:00:00,3666630,1149524,15.95,11586,67,No
L007148,C01794,B008,Business Loan,2024-10-20 0:00:00,1267803,542371,12.6,68351,120,Yes
L007149,C00336,B002,Personal Loan,2024-02-19 0:00:00,7787009,3919217,11.55,8862,76,No
L007150,C02979,B004,Personal Loan,2023-06-10 0:00:00,4957455,4369908,14.08,104530,32,No
L007151,C02051,B002,Business Loan,2024-01-19 0:00:00,7663031,7207218,15.44,57475,104,Yes
L007152,C02456,B001,Auto Loan,2023-07-24 0:00:00,5363724,1622254,13.33,59259,142,Yes
L007153,C01950,B006,Business Loan,2023-07-22 0:00:00,6676051,3518620,8.05,113069,16,No
L007154,C00975,B002,Business Loan,2023-11-05 0:00:00,6408602,2144217,14.01,42815,94,Yes
L007155,C02708,B006,Business Loan,2024-04-03 0:00:00,7215706,5467274,14.94,24266,145,Yes
L007156,C00746,B001,Business Loan,2025-01-06 0:00:00,5392841,4965272,12.81,21896,6,No
L007157,C01729,B005,Home Loan,2025-04-30 0:00:00,4887281,1217404,11.7,82144,96,Yes
L007158,C01984,B004,Auto Loan,2023-02-24 0:00:00,4682462,2131117,15.21,52468,63,No
L007159,C01825,B008,Business Loan,2025-12-02 0:00:00,7659275,7613517,14.66,4728,73,No
L007160,C01376,B007,Business Loan,2025-07-09 0:00:00,8217098,7475048,12.07,98769,30,No
L007161,C00722,B006,Auto Loan,2025-07-07 0:00:00,3383051,2961516,13.24,37012,122,Yes
L007162,C01962,B006,Business Loan,2025-06-14 0:00:00,3901191,803637,16.3,78088,2,No
L007163,C02979,B006,Personal Loan,2025-11-07 0:00:00,604177,388175,16.48,52293,112,Yes
L007164,C02048,B001,Auto Loan,2023-02-07 0:00:00,4957598,2551343,11.35,103083,82,No
L007165,C02261,B007,Personal Loan,2025-01-17 0:00:00,2938265,1649309,11.25,50473,109,Yes
L007166,C00969,B007,Personal Loan,2024-07-15 0:00:00,3271277,2639783,8.48,15061,87,No
L007167,C02210,B004,Personal Loan,2024-01-20 0:00:00,2420200,1202716,15.44,58610,142,Yes
L007168,C00090,B008,Business Loan,2023-01-24 0:00:00,2355718,1521037,16.52,85641,141,Yes
L007169,C02850,B006,Business Loan,2025-08-09 0:00:00,6335366,4750821,15.92,113640,39,No
L007170,C00148,B001,Home Loan,2025-10-01 0:00:00,5381061,4911246,8.39,71375,42,No
L007171,C02895,B008,Auto Loan,2023-11-19 0:00:00,9170403,4146587,16.51,44385,101,Yes
L007172,C00346,B003,Business Loan,2024-03-07 0:00:00,4566721,2816913,13,91794,28,No
