CustomerID,CustomerName,AgeGroup,Gender,Occupation,IncomeBand,RiskScore
C01005,Customer 1005,36-50,Female,Retired,>20L,832
C01006,Customer 1006,18-25,Male,Business,5L-10L,837
C01007,Customer 1007,26-35,Male,Business,>20L,861
C01008,Customer 1008,26-35,Female,Business,<5L,680
C01009,Customer 1009,36-50,Male,Retired,10L-20L,520
C01010,Customer 1010,26-35,Female,Business,10L-20L,302
C01011,Customer 1011,18-25,Male,Salaried,5L-10L,550
C01012,Customer 1012,50+,Male,Professional,5L-10L,371
C01013,Customer 1013,50+,Female,Retired,5L-10L,463
C01014,Customer 1014,26-35,Female,Business,10L-20L,461
C01015,Customer 1015,50+,Female,Retired,>20L,631
C01016,Customer 1016,26-35,Male,Salaried,<5L,429
C01017,Customer 1017,26-35,Female,Business,5L-10L,734
C01018,Customer 1018,26-35,Male,Business,5L-10L,579
C01019,Customer 1019,36-50,Male,Retired,<5L,693
C01020,Customer 1020,18-25,Male,Business,>20L,361
C01021,Customer 1021,50+,Male,Salaried,10L-20L,736
C01022,Customer 1022,50+,Female,Professional,>20L,398
C01023,Customer 1023,26-35,Male,Salaried,>20L,835
C01024,Customer 1024,26-35,Female,Business,<5L,555
C01025,Customer 1025,36-50,Female,Business,10L-20L,790
C01026,Customer 1026,36-50,Female,Retired,>20L,546
C01027,Customer 1027,26-35,Female,Retired,10L-20L,435
C01028,Customer 1028,36-50,Female,Salaried,10L-20L,382
C01029,Customer 1029,36-50,Male,Professional,>20L,311
C01030,Customer 1030,50+,Male,Salaried,>20L,710
C01031,Customer 1031,26-35,Female,Salaried,<5L,832
C01032,Customer 1032,36-50,Female,Professional,<5L,836
C01033,Customer 1033,36-50,Male,Business,5L-10L,672
C01034,Customer 1034,26-35,Female,Professional,<5L,747
C01035,Customer 1035,18-25,Male,Business,5L-10L,442
C01036,Customer 1036,26-35,Female,Salaried,5L-10L,419
C01037,Customer 1037,36-50,Male,Retired,<5L,451
C01038,Customer 1038,50+,Male,Salaried,10L-20L,509
C01039,Customer 1039,18-25,Male,Professional,10L-20L,476
C01040,Customer 1040,50+,Male,Salaried,5L-10L,670
C01041,Customer 1041,26-35,Female,Salaried,10L-20L,474
C01042,Customer 1042,26-35,Female,Business,5L-10L,842
C01043,Customer 1043,36-50,Male,Professional,10L-20L,427
C01044,Customer 1044,18-25,Female,Business,5L-10L,317
C01045,Customer 1045,36-50,Female,Business,>20L,820
C01046,Customer 1046,36-50,Female,Business,10L-20L,653
C01047,Customer 1047,36-50,Female,Professional,>20L,719
C01048,Customer 1048,50+,Male,Retired,5L-10L,582
C01049,Customer 1049,18-25,Female,Professional,5L-10L,675
C01050,Customer 1050,36-50,Female,Salaried,<5L,735
C01051,Customer 1051,50+,Male,Professional,5L-10L,627
C01052,Customer 1052,36-50,Male,Salaried,<5L,670
C01053,Customer 1053,36-50,Female,Business,>20L,608
C01054,Customer 1054,50+,Female,Retired,<5L,852
C01055,Customer 1055,50+,Female,Professional,<5L,377
C01056,Customer 1056,36-50,Female,Business,>20L,397
C01057,Customer 1057,36-50,Female,Retired,10L-20L,493
C01058,Customer 1058,50+,Female,Business,>20L,684
C01059,Customer 1059,26-35,Male,Salaried,>20L,382
C01060,Customer 1060,18-25,Male,Retired,10L-20L,757
C01061,Customer 1061,18-25,Male,Retired,5L-10L,337
C01062,Customer 1062,36-50,Female,Business,>20L,532
C01063,Customer 1063,26-35,Male,Professional,10L-20L,532
C01064,Customer 1064,18-25,Male,Professional,>20L,511
C01065,Customer 1065,18-25,Female,Retired,<5L,889
C01066,Customer 1066,26-35,Male,Professional,5L-10L,698
C01067,Customer 1067,50+,Female,Salaried,5L-10L,865
C01068,Customer 1068,18-25,Male,Retired,>20L,814
C01069,Customer 1069,36-50,Male,Salaried,10L-20L,392
C01070,Customer 1070,36-50,Female,Salaried,5L-10L,736
C01071,Customer 1071,50+,Female,Professional,>20L,565
C01072,Customer 1072,50+,Male,Professional,<5L,339
C01073,Customer 1073,26-35,Female,Retired,>20L,605
C01074,Customer 1074,18-25,Female,Professional,<5L,571
C01075,Customer 1075,50+,Female,Professional,>20L,451
C01076,Customer 1076,36-50,Female,Professional,>20L,881
C01077,Customer 1077,50+,Female,Business,10L-20L,893
C01078,Customer 1078,26-35,Female,Professional,<5L,581
C01079,Customer 1079,26-35,Male,Professional,5L-10L,316
C01080,Customer 1080,26-35,Female,Business,5L-10L,589
C01081,Customer 1081,26-35,Female,Salaried,10L-20L,611
C01082,Customer 1082,26-35,Male,Business,10L-20L,831
C01083,Customer 1083,50+,Male,Retired,5L-10L,721
C01084,Customer 1084,18-25,Male,Salaried,10L-20L,840
C01085,Customer 1085,18-25,Male,Salaried,>20L,423
C01086,Customer 1086,18-25,Male,Retired,5L-10L,582
C01087,Customer 1087,18-25,Male,Business,5L-10L,520
C01088,Customer 1088,36-50,Female,Professional,10L-20L,682
C01089,Customer 1089,36-50,Male,Retired,10L-20L,482
C01090,Customer 1090,18-25,Male,Business,10L-20L,602
C01091,Customer 1091,18-25,Female,Retired,5L-10L,461
C01092,Customer 1092,36-50,Male,Business,<5L,434
C01093,Customer 1093,26-35,Male,Retired,5L-10L,666
C01094,Customer 1094,18-25,Female,Retired,<5L,379
C01095,Customer 1095,26-35,Female,Salaried,>20L,710
C01096,Customer 1096,50+,Female,Salaried,10L-20L,780
C01097,Customer 1097,18-25,Male,Professional,<5L,749
C01098,Customer 1098,36-50,Male,Business,>20L,732
C01099,Customer 1099,50+,Male,Professional,>20L,527
C01100,Customer 1100,26-35,Male,Retired,10L-20L,427
C01101,Customer 1101,18-25,Female,Salaried,>20L,748
C01102,Customer 1102,26-35,Female,Retired,10L-20L,579
C01103,Customer 1103,18-25,Male,Professional,5L-10L,602
C01104,Customer 1104,18-25,Female,Professional,<5L,554
C01105,Customer 1105,26-35,Female,Business,5L-10L,689
C01106,Customer 1106,26-35,Female,Retired,10L-20L,301
C01107,Customer 1107,18-25,Male,Professional,>20L,842
C01108,Customer 1108,36-50,Male,Business,<5L,391
C01109,Customer 1109,36-50,Male,Professional,5L-10L,653
C01110,Customer 1110,36-50,Female,Business,10L-20L,654
C01111,Customer 1111,26-35,Male,Business,>20L,360
C01112,Customer 1112,26-35,Female,Professional,>20L,882
C01113,Customer 1113,26-35,Female,Business,10L-20L,393
C01114,Customer 1114,50+,Female,Business,10L-20L,826
C01115,Customer 1115,50+,Female,Professional,5L-10L,854
C01116,Customer 1116,18-25,Female,Business,10L-20L,616
C01117,Customer 1117,36-50,Female,Salaried,>20L,518
C01118,Customer 1118,18-25,Female,Salaried,5L-10L,496
C01119,Customer 1119,26-35,Female,Professional,<5L,387
C01120,Customer 1120,50+,Male,Retired,<5L,481
C01121,Customer 1121,36-50,Male,Business,10L-20L,625
C01122,Customer 1122,50+,Male,Retired,<5L,553
C01123,Customer 1123,36-50,Male,Retired,<5L,659
C01124,Customer 1124,36-50,Female,Retired,10L-20L,639
C01125,Customer 1125,18-25,Male,Retired,>20L,447
C01126,Customer 1126,18-25,Female,Retired,<5L,509
C01127,Customer 1127,26-35,Female,Business,<5L,375
C01128,Customer 1128,50+,Male,Business,>20L,595
C01129,Customer 1129,18-25,Male,Retired,5L-10L,785
C01130,Customer 1130,26-35,Female,Salaried,<5L,744
C01131,Customer 1131,50+,Male,Retired,10L-20L,427
C01132,Customer 1132,50+,Female,Retired,5L-10L,594
C01133,Customer 1133,36-50,Male,Salaried,10L-20L,770
C01134,Customer 1134,26-35,Female,Professional,>20L,579
C01135,Customer 1135,36-50,Female,Salaried,>20L,446
C01136,Customer 1136,18-25,Female,Professional,10L-20L,586
C01137,Customer 1137,50+,Female,Salaried,>20L,416
C01138,Customer 1138,26-35,Female,Professional,10L-20L,723
C01139,Customer 1139,26-35,Female,Retired,>20L,897
C01140,Customer 1140,50+,Male,Business,10L-20L,757
C01141,Customer 1141,36-50,Male,Salaried,>20L,312
C01142,Customer 1142,18-25,Male,Salaried,10L-20L,381
C01143,Customer 1143,50+,Female,Business,>20L,706
C01144,Customer 1144,36-50,Male,Salaried,<5L,645
C01145,Customer 1145,18-25,Female,Business,<5L,564
C01146,Customer 1146,36-50,Male,Salaried,<5L,646
C01147,Customer 1147,50+,Female,Retired,<5L,480
C01148,Customer 1148,36-50,Female,Retired,>20L,557
C01149,Customer 1149,26-35,Female,Professional,5L-10L,728
C01150,Customer 1150,18-25,Female,Retired,<5L,585
C01151,Customer 1151,36-50,Male,Professional,>20L,360
C01152,Customer 1152,36-50,Male,Retired,5L-10L,608
C01153,Customer 1153,18-25,Female,Professional,>20L,608
C01154,Customer 1154,18-25,Male,Professional,5L-10L,444
C01155,Customer 1155,36-50,Female,Professional,5L-10L,881
C01156,Customer 1156,50+,Male,Professional,5L-10L,677
C01157,Customer 1157,18-25,Male,Salaried,<5L,803
C01158,Customer 1158,50+,Female,Salaried,10L-20L,632
C01159,Customer 1159,36-50,Female,Professional,>20L,805
C01160,Customer 1160,36-50,Female,Salaried,10L-20L,404
C01161,Customer 1161,26-35,Female,Retired,>20L,523
C01162,Customer 1162,50+,Female,Retired,10L-20L,312
C01163,Customer 1163,36-50,Female,Retired,5L-10L,667
C01164,Customer 1164,18-25,Male,Professional,5L-10L,561
C01165,Customer 1165,36-50,Male,Business,5L-10L,787
C01166,Customer 1166,26-35,Female,Business,<5L,529
C01167,Customer 1167,18-25,Male,Retired,10L-20L,636
C01168,Customer 1168,26-35,Female,Retired,>20L,769
C01169,Customer 1169,18-25,Female,Retired,<5L,882
C01170,Customer 1170,50+,Female,Professional,5L-10L,416
C01171,Customer 1171,36-50,Female,Professional,<5L,419
C01172,Customer 1172,26-35,Male,Retired,>20L,837
C01173,Customer 1173,18-25,Male,Retired,>20L,836
C01174,Customer 1174,26-35,Male,Business,5L-10L,485
C01175,Customer 1175,18-25,Female,Salaried,<5L,868
C01176,Customer 1176,18-25,Female,Professional,<5L,715
C01177,Customer 1177,18-25,Female,Business,10L-20L,615
C01178,Customer 1178,26-35,Male,Professional,5L-10L,418
C01179,Customer 1179,50+,Female,Business,10L-20L,639
C01180,Customer 1180,36-50,Male,Retired,>20L,620
C01181,Customer 1181,36-50,Female,Professional,5L-10L,553
C01182,Customer 1182,36-50,Female,Salaried,<5L,806
C01183,Customer 1183,36-50,Male,Professional,>20L,415
C01184,Customer 1184,50+,Female,Professional,<5L,755
C01185,Customer 1185,18-25,Female,Salaried,5L-10L,818
C01186,Customer 1186,50+,Male,Business,<5L,353
C01187,Customer 1187,36-50,Female,Salaried,10L-20L,604
C01188,Customer 1188,36-50,Male,Retired,5L-10L,670
C01189,Customer 1189,36-50,Male,Business,10L-20L,305
C01190,Customer 1190,36-50,Male,Professional,<5L,616
C01191,Customer 1191,26-35,Male,Business,>20L,869
C01192,Customer 1192,18-25,Female,Salaried,10L-20L,836
C01193,Customer 1193,50+,Female,Salaried,10L-20L,514
C01194,Customer 1194,36-50,Male,Business,5L-10L,660
C01195,Customer 1195,36-50,Female,Business,>20L,443
C01196,Customer 1196,18-25,Female,Professional,5L-10L,806
C01197,Customer 1197,36-50,Male,Professional,<5L,796
C01198,Customer 1198,36-50,Male,Professional,10L-20L,629
C01199,Customer 1199,18-25,Male,Salaried,10L-20L,825
C01200,Customer 1200,26-35,Male,Retired,<5L,429
C01201,Customer 1201,36-50,Female,Business,10L-20L,318
C01202,Customer 1202,50+,Male,Business,>20L,775
C01203,Customer 1203,26-35,Female,Professional,5L-10L,741
C01204,Customer 1204,50+,Female,Retired,>20L,743
C01205,Customer 1205,26-35,Male,Retired,5L-10L,804
C01206,Customer 1206,50+,Female,Retired,>20L,705
C01207,Customer 1207,26-35,Female,Business,5L-10L,359
C01208,Customer 1208,18-25,Male,Salaried,5L-10L,486
C01209,Customer 1209,26-35,Female,Professional,<5L,408
C01210,Customer 1210,26-35,Female,Business,5L-10L,678
C01211,Customer 1211,18-25,Female,Salaried,<5L,616
C01212,Customer 1212,36-50,Female,Business,<5L,854
C01213,Customer 1213,26-35,Male,Professional,<5L,811
C01214,Customer 1214,36-50,Male,Retired,<5L,637
C01215,Customer 1215,36-50,Female,Business,10L-20L,522
C01216,Customer 1216,26-35,Female,Business,>20L,872
C01217,Customer 1217,26-35,Male,Business,10L-20L,677
C01218,Customer 1218,18-25,Female,Retired,<5L,378
C01219,Customer 1219,26-35,Male,Business,<5L,358
C01220,Customer 1220,36-50,Female,Professional,5L-10L,797
C01221,Customer 1221,50+,Female,Business,10L-20L,356
C01222,Customer 1222,50+,Female,Business,5L-10L,731
C01223,Customer 1223,50+,Female,Professional,10L-20L,777
C01224,Customer 1224,36-50,Male,Professional,>20L,702
C01225,Customer 1225,36-50,Female,Professional,>20L,582
C01226,Customer 1226,26-35,Male,Retired,5L-10L,632
C01227,Customer 1227,50+,Male,Professional,10L-20L,574
C01228,Customer 1228,18-25,Male,Retired,<5L,320
C01229,Customer 1229,18-25,Female,Professional,10L-20L,442
C01230,Customer 1230,36-50,Female,Business,10L-20L,781
C01231,Customer 1231,50+,Male,Retired,>20L,586
C01232,Customer 1232,26-35,Male,Retired,<5L,467
C01233,Customer 1233,50+,Female,Retired,5L-10L,346
C01234,Customer 1234,18-25,Male,Business,5L-10L,469
C01235,Customer 1235,26-35,Male,Business,<5L,851
C01236,Customer 1236,36-50,Male,Retired,>20L,453
C01237,Customer 1237,26-35,Male,Business,10L-20L,487
C01238,Customer 1238,36-50,Female,Business,<5L,535
C01239,Customer 1239,36-50,Female,Professional,>20L,878
C01240,Customer 1240,26-35,Male,Business,5L-10L,634
C01241,Customer 1241,26-35,Female,Professional,<5L,659
C01242,Customer 1242,26-35,Male,Business,10L-20L,433
C01243,Customer 1243,36-50,Male,Retired,5L-10L,674
C01244,Customer 1244,26-35,Female,Retired,5L-10L,568
C01245,Customer 1245,36-50,Female,Professional,>20L,750
C01246,Customer 1246,26-35,Female,Professional,<5L,879
C01247,Customer 1247,50+,Female,Professional,<5L,461
C01248,Customer 1248,36-50,Male,Salaried,<5L,484
C01249,Customer 1249,50+,Female,Professional,<5L,792
C01250,Customer 1250,50+,Female,Salaried,10L-20L,422
C01251,Customer 1251,36-50,Male,Professional,5L-10L,583
C01252,Customer 1252,36-50,Male,Business,>20L,887
C01253,Customer 1253,36-50,Male,Professional,10L-20L,471
C01254,Customer 1254,18-25,Female,Professional,5L-10L,514
C01255,Customer 1255,50+,Male,Professional,<5L,347
C01256,Customer 1256,36-50,Male,Professional,10L-20L,396
C01257,Customer 1257,36-50,Female,Professional,<5L,725
C01258,Customer 1258,50+,Male,Business,5L-10L,602
C01259,Customer 1259,18-25,Male,Retired,<5L,318
C01260,Customer 1260,50+,Female,Salaried,5L-10L,555
C01261,Customer 1261,50+,Female,Business,10L-20L,546
C01262,Customer 1262,26-35,Male,Business,<5L,624
C01263,Customer 1263,18-25,Male,Salaried,10L-20L,790
C01264,Customer 1264,36-50,Female,Salaried,5L-10L,702
C01265,Customer 1265,26-35,Female,Salaried,10L-20L,766
C01266,Customer 1266,18-25,Male,Business,5L-10L,592
C01267,Customer 1267,18-25,Male,Salaried,10L-20L,483
C01268,Customer 1268,50+,Female,Retired,5L-10L,853
C01269,Customer 1269,26-35,Female,Professional,5L-10L,444
C01270,Customer 1270,26-35,Male,Salaried,5L-10L,734
C01271,Customer 1271,18-25,Male,Retired,5L-10L,522
C01272,Customer 1272,26-35,Female,Salaried,<5L,606
C01273,Customer 1273,26-35,Male,Salaried,>20L,512
C01274,Customer 1274,36-50,Female,Retired,10L-20L,436
C01275,Customer 1275,50+,Male,Retired,<5L,639
C01276,Customer 1276,26-35,Female,Professional,>20L,735
C01277,Customer 1277,18-25,Male,Professional,<5L,819
C01278,Customer 1278,36-50,Male,Retired,<5L,351
C01279,Customer 1279,26-35,Male,Salaried,5L-10L,841
C01280,Customer 1280,50+,Female,Retired,10L-20L,456
C01281,Customer 1281,26-35,Female,Salaried,5L-10L,628
C01282,Customer 1282,50+,Male,Salaried,10L-20L,873
C01283,Customer 1283,18-25,Female,Professional,5L-10L,317
C01284,Customer 1284,26-35,Male,Business,5L-10L,753
C01285,Customer 1285,50+,Male,Professional,5L-10L,608
C01286,Customer 1286,50+,Female,Business,>20L,335
C01287,Customer 1287,26-35,Female,Retired,5L-10L,834
C01288,Customer 1288,50+,Female,Retired,>20L,673
C01289,Customer 1289,36-50,Male,Professional,>20L,573
C01290,Customer 1290,50+,Male,Professional,5L-10L,613
C01291,Customer 1291,36-50,Male,Professional,5L-10L,636
C01292,Customer 1292,26-35,Male,Salaried,<5L,501
C01293,Customer 1293,50+,Male,Professional,>20L,546
C01294,Customer 1294,36-50,Male,Retired,5L-10L,637
C01295,Customer 1295,36-50,Male,Retired,5L-10L,424
C01296,Customer 1296,18-25,Male,Professional,<5L,481
C01297,Customer 1297,50+,Female,Professional,10L-20L,841
C01298,Customer 1298,36-50,Female,Salaried,5L-10L,697
C01299,Customer 1299,50+,Male,Salaried,5L-10L,391
C01300,Customer 1300,18-25,Female,Salaried,10L-20L,727
C01301,Customer 1301,18-25,Male,Salaried,5L-10L,615
C01302,Customer 1302,50+,Male,Salaried,5L-10L,788
C01303,Customer 1303,18-25,Female,Professional,5L-10L,745
C01304,Customer 1304,50+,Male,Professional,10L-20L,513
C01305,Customer 1305,26-35,Female,Professional,10L-20L,840
C01306,Customer 1306,18-25,Male,Professional,<5L,465
C01307,Customer 1307,18-25,Female,Business,<5L,869
C01308,Customer 1308,18-25,Female,Business,10L-20L,824
C01309,Customer 1309,26-35,Male,Professional,>20L,725
C01310,Customer 1310,36-50,Female,Business,10L-20L,371
C01311,Customer 1311,26-35,Male,Retired,5L-10L,632
C01312,Customer 1312,18-25,Male,Professional,5L-10L,646
C01313,Customer 1313,50+,Male,Professional,5L-10L,359
C01314,Customer 1314,36-50,Male,Professional,>20L,434
C01315,Customer 1315,26-35,Male,Business,10L-20L,784
C01316,Customer 1316,36-50,Male,Salaried,>20L,342
C01317,Customer 1317,50+,Male,Professional,<5L,408
C01318,Customer 1318,18-25,Male,Business,10L-20L,740
C01319,Customer 1319,26-35,Male,Professional,5L-10L,457
C01320,Customer 1320,50+,Male,Retired,5L-10L,895
C01321,Customer 1321,36-50,Male,Salaried,>20L,585
C01322,Customer 1322,50+,Female,Business,<5L,477
C01323,Customer 1323,36-50,Female,Salaried,10L-20L,431
C01324,Customer 1324,18-25,Female,Retired,>20L,811
C01325,Customer 1325,36-50,Male,Business,5L-10L,517
C01326,Customer 1326,26-35,Male,Business,>20L,418
C01327,Customer 1327,26-35,Female,Professional,>20L,643
C01328,Customer 1328,18-25,Female,Retired,5L-10L,601
C01329,Customer 1329,18-25,Male,Professional,<5L,435
C01330,Customer 1330,26-35,Female,Business,>20L,467
C01331,Customer 1331,26-35,Male,Business,5L-10L,316
C01332,Customer 1332,36-50,Male,Professional,5L-10L,389
C01333,Customer 1333,36-50,Male,Retired,<5L,820
C01334,Customer 1334,26-35,Female,Retired,<5L,760
C01335,Customer 1335,50+,Female,Salaried,>20L,680
C01336,Customer 1336,50+,Male,Business,5L-10L,391
C01337,Customer 1337,36-50,Female,Retired,<5L,413
C01338,Customer 1338,26-35,Male,Business,10L-20L,829
C01339,Customer 1339,26-35,Male,Retired,5L-10L,731
C01340,Customer 1340,36-50,Male,Salaried,<5L,737
C01341,Customer 1341,50+,Female,Business,>20L,767
C01342,Customer 1342,18-25,Female,Professional,<5L,396
C01343,Customer 1343,36-50,Female,Salaried,10L-20L,396
C01344,Customer 1344,36-50,Male,Business,5L-10L,607
C01345,Customer 1345,18-25,Male,Business,5L-10L,531
C01346,Customer 1346,50+,Male,Retired,>20L,446
C01347,Customer 1347,36-50,Female,Salaried,10L-20L,871
C01348,Customer 1348,26-35,Female,Professional,>20L,897
C01349,Customer 1349,18-25,Female,Salaried,<5L,841
C01350,Customer 1350,26-35,Female,Business,>20L,780
C01351,Customer 1351,50+,Male,Salaried,>20L,367
C01352,Customer 1352,18-25,Male,Business,<5L,575
C01353,Customer 1353,26-35,Female,Retired,5L-10L,562
C01354,Customer 1354,36-50,Male,Retired,10L-20L,577
C01355,Customer 1355,18-25,Female,Salaried,5L-10L,478
C01356,Customer 1356,50+,Male,Salaried,>20L,397
C01357,Customer 1357,36-50,Male,Salaried,<5L,569
C01358,Customer 1358,50+,Female,Retired,<5L,738
C01359,Customer 1359,50+,Male,Salaried,<5L,328
C01360,Customer 1360,18-25,Female,Professional,5L-10L,704
C01361,Customer 1361,36-50,Female,Business,10L-20L,362
C01362,Customer 1362,36-50,Female,Salaried,<5L,407
C01363,Customer 1363,36-50,Female,Retired,10L-20L,706
C01364,Customer 1364,18-25,Female,Retired,>20L,363
C01365,Customer 1365,36-50,Female,Retired,10L-20L,820
C01366,Customer 1366,26-35,Female,Salaried,5L-10L,741
C01367,Customer 1367,18-25,Female,Business,<5L,352
C01368,Customer 1368,26-35,Male,Retired,>20L,639
C01369,Customer 1369,26-35,Female,Salaried,<5L,754
C01370,Customer 1370,26-35,Male,Salaried,>20L,400
C01371,Customer 1371,18-25,Female,Salaried,5L-10L,900
C01372,Customer 1372,26-35,Male,Salaried,<5L,345
C01373,Customer 1373,36-50,Male,Professional,10L-20L,609
C01374,Customer 1374,50+,Female,Business,5L-10L,647
C01375,Customer 1375,50+,Male,Retired,10L-20L,753
C01376,Customer 1376,18-25,Female,Retired,>20L,669
C01377,Customer 1377,50+,Female,Retired,5L-10L,817
C01378,Customer 1378,50+,Male,Salaried,5L-10L,604
C01379,Customer 1379,26-35,Female,Professional,>20L,676
C01380,Customer 1380,18-25,Female,Professional,5L-10L,841
C01381,Customer 1381,36-50,Female,Business,>20L,676
C01382,Customer 1382,50+,Female,Business,>20L,392
C01383,Customer 1383,50+,Male,Salaried,10L-20L,893
C01384,Customer 1384,26-35,Male,Retired,10L-20L,517
C01385,Customer 1385,26-35,Male,Professional,5L-10L,594
C01386,Customer 1386,36-50,Male,Salaried,10L-20L,884
C01387,Customer 1387,36-50,Male,Professional,5L-10L,370
C01388,Customer 1388,36-50,Female,Professional,10L-20L,344
C01389,Customer 1389,50+,Female,Retired,<5L,677
C01390,Customer 1390,50+,Female,Salaried,>20L,433
C01391,Customer 1391,36-50,Female,Professional,5L-10L,524
C01392,Customer 1392,36-50,Male,Professional,<5L,391
C01393,Customer 1393,36-50,Male,Professional,5L-10L,637
C01394,Customer 1394,18-25,Male,Business,5L-10L,336
C01395,Customer 1395,26-35,Male,Professional,>20L,421
C01396,Customer 1396,26-35,Male,Salaried,10L-20L,835
C01397,Customer 1397,26-35,Male,Salaried,10L-20L,597
C01398,Customer 1398,50+,Female,Retired,5L-10L,692
C01399,Customer 1399,50+,Female,Business,5L-10L,728
C01400,Customer 1400,50+,Female,Salaried,<5L,840
C01401,Customer 1401,26-35,Female,Business,10L-20L,347
C01402,Customer 1402,26-35,Female,Salaried,>20L,695
C01403,Customer 1403,18-25,Female,Professional,>20L,414
C01404,Customer 1404,18-25,Female,Salaried,10L-20L,653
C01405,Customer 1405,26-35,Female,Salaried,>20L,514
C01406,Customer 1406,18-25,Female,Professional,10L-20L,441
C01407,Customer 1407,18-25,Female,Salaried,5L-10L,402
C01408,Customer 1408,26-35,Female,Professional,<5L,806
C01409,Customer 1409,18-25,Male,Business,5L-10L,498
C01410,Customer 1410,50+,Male,Professional,5L-10L,888
C01411,Customer 1411,36-50,Female,Salaried,5L-10L,414
C01412,Customer 1412,18-25,Male,Business,<5L,569
C01413,Customer 1413,26-35,Male,Retired,10L-20L,739
C01414,Customer 1414,18-25,Male,Retired,>20L,820
C01415,Customer 1415,18-25,Male,Salaried,5L-10L,585
C01416,Customer 1416,50+,Male,Retired,>20L,670
C01417,Customer 1417,50+,Male,Salaried,<5L,464
C01418,Customer 1418,18-25,Male,Retired,<5L,861
C01419,Customer 1419,50+,Female,Salaried,10L-20L,316
C01420,Customer 1420,36-50,Male,Retired,>20L,674
C01421,Customer 1421,50+,Female,Business,5L-10L,454
C01422,Customer 1422,26-35,Male,Business,>20L,511
C01423,Customer 1423,50+,Female,Business,>20L,605
C01424,Customer 1424,18-25,Female,Retired,5L-10L,585
C01425,Customer 1425,26-35,Female,Business,5L-10L,549
C01426,Customer 1426,26-35,Female,Retired,<5L,395
C01427,Customer 1427,18-25,Male,Business,>20L,878
C01428,Customer 1428,18-25,Female,Professional,5L-10L,873
C01429,Customer 1429,26-35,Male,Salaried,10L-20L,326
C01430,Customer 1430,26-35,Male,Retired,>20L,721
C01431,Customer 1431,18-25,Female,Professional,<5L,675
C01432,Customer 1432,50+,Male,Business,>20L,376
C01433,Customer 1433,36-50,Female,Professional,10L-20L,648
C01434,Customer 1434,26-35,Female,Business,>20L,492
C01435,Customer 1435,36-50,Female,Business,5L-10L,665
C01436,Customer 1436,18-25,Male,Business,>20L,900
C01437,Customer 1437,18-25,Female,Retired,10L-20L,735
C01438,Customer 1438,18-25,Male,Retired,>20L,440
C01439,Customer 1439,26-35,Female,Business,5L-10L,818
C01440,Customer 1440,36-50,Male,Retired,5L-10L,875
C01441,Customer 1441,18-25,Female,Salaried,5L-10L,716
C01442,Customer 1442,26-35,Female,Retired,>20L,770
C01443,Customer 1443,18-25,Male,Professional,10L-20L,550
C01444,Customer 1444,50+,Male,Retired,10L-20L,857
C01445,Customer 1445,50+,Male,Professional,5L-10L,495
C01446,Customer 1446,50+,Male,Salaried,<5L,887
C01447,Customer 1447,26-35,Female,Retired,10L-20L,712
C01448,Customer 1448,36-50,Male,Salaried,>20L,716
C01449,Customer 1449,18-25,Female,Business,<5L,731
C01450,Customer 1450,36-50,Female,Salaried,<5L,655
C01451,Customer 1451,26-35,Male,Salaried,10L-20L,634
C01452,Customer 1452,50+,Female,Business,5L-10L,765
C01453,Customer 1453,36-50,Male,Professional,10L-20L,860
C01454,Customer 1454,50+,Male,Professional,5L-10L,360
C01455,Customer 1455,36-50,Female,Retired,>20L,723
C01456,Customer 1456,18-25,Female,Retired,10L-20L,735
C01457,Customer 1457,26-35,Female,Business,5L-10L,865
C01458,Customer 1458,36-50,Male,Salaried,>20L,612
C01459,Customer 1459,36-50,Male,Business,<5L,669
C01460,Customer 1460,50+,Male,Salaried,10L-20L,789
C01461,Customer 1461,18-25,Female,Retired,<5L,495
C01462,Customer 1462,26-35,Female,Professional,10L-20L,564
C01463,Customer 1463,18-25,Male,Professional,10L-20L,735
C01464,Customer 1464,18-25,Male,Retired,10L-20L,900
C01465,Customer 1465,50+,Male,Retired,>20L,797
C01466,Customer 1466,50+,Female,Professional,5L-10L,812
C01467,Customer 1467,26-35,Male,Retired,>20L,813
C01468,Customer 1468,36-50,Male,Business,>20L,734
C01469,Customer 1469,26-35,Female,Salaried,10L-20L,531
C01470,Customer 1470,36-50,Female,Professional,5L-10L,650
C01471,Customer 1471,26-35,Male,Salaried,5L-10L,635
C01472,Customer 1472,18-25,Female,Salaried,>20L,507
C01473,Customer 1473,26-35,Female,Salaried,5L-10L,762
C01474,Customer 1474,26-35,Male,Salaried,<5L,554
C01475,Customer 1475,26-35,Male,Salaried,10L-20L,647
C01476,Customer 1476,26-35,Female,Salaried,10L-20L,424
C01477,Customer 1477,18-25,Female,Retired,<5L,602
C01478,Customer 1478,36-50,Male,Retired,10L-20L,694
C01479,Customer 1479,36-50,Female,Retired,<5L,626
C01480,Customer 1480,26-35,Female,Salaried,5L-10L,603
C01481,Customer 1481,50+,Female,Retired,10L-20L,549
C01482,Customer 1482,18-25,Female,Retired,5L-10L,708
C01483,Customer 1483,18-25,Male,Retired,<5L,534
C01484,Customer 1484,36-50,Male,Business,5L-10L,362
C01485,Customer 1485,26-35,Female,Professional,<5L,776
C01486,Customer 1486,26-35,Female,Salaried,10L-20L,703
C01487,Customer 1487,26-35,Female,Professional,<5L,545
C01488,Customer 1488,26-35,Male,Professional,>20L,787
