TransactionID,CustomerID,BranchID,Date,Amount,TransactionType,Channel
T0018642,C02442,B002,2025-05-04 0:00:00,1861271,Transfer,Internet Banking
T0018643,C00629,B007,2025-03-10 0:00:00,258615,Deposit,Branch
T0018644,C01348,B007,2023-07-17 0:00:00,1596268,Withdrawal,Internet Banking
T0018645,C01563,B002,2025-05-26 0:00:00,1721931,Deposit,Internet Banking
T0018646,C01643,B007,2025-03-09 0:00:00,495023,EMI Payment,Branch
T0018647,C00439,B002,2025-08-01 0:00:00,488553,Withdrawal,ATM
T0018648,C00600,B007,2025-12-14 0:00:00,144740,Withdrawal,ATM
T0018649,C01276,B001,2025-05-05 0:00:00,710324,Withdrawal,Mobile
T0018650,C00525,B005,2025-03-01 0:00:00,799053,Transfer,ATM
T0018651,C02467,B004,2025-02-16 0:00:00,1138142,Deposit,ATM
T0018652,C00297,B005,2025-07-14 0:00:00,1220259,Transfer,Mobile
T0018653,C01711,B004,2024-04-15 0:00:00,1439678,EMI Payment,Internet Banking
T0018654,C01384,B007,2025-12-07 0:00:00,1063826,Transfer,ATM
T0018655,C01109,B004,2023-08-13 0:00:00,125068,Transfer,Branch
T0018656,C02639,B002,2024-08-21 0:00:00,1673061,Withdrawal,Branch
T0018657,C02368,B001,2025-02-05 0:00:00,171489,EMI Payment,Branch
T0018658,C01838,B006,2025-03-31 0:00:00,1554448,EMI Payment,Branch
T0018659,C00110,B008,2023-08-10 0:00:00,28049,Deposit,Internet Banking
T0018660,C01423,B006,2023-04-02 0:00:00,104239,Transfer,ATM
T0018661,C02607,B006,2025-09-30 0:00:00,1092444,Transfer,ATM
T0018662,C02635,B001,2023-01-04 0:00:00,1413416,Deposit,ATM
T0018663,C00904,B002,2023-09-16 0:00:00,1904758,Withdrawal,ATM
T0018664,C00277,B005,2025-09-03 0:00:00,1597466,Withdrawal,Branch
T0018665,C01227,B008,2023-05-25 0:00:00,1076755,Withdrawal,Mobile
T0018666,C00297,B005,2025-05-21 0:00:00,1352685,Withdrawal,Mobile
T0018667,C02923,B007,2024-01-13 0:00:00,1841413,Deposit,Mobile
T0018668,C01573,B005,2023-06-01 0:00:00,663040,EMI Payment,Mobile
T0018669,C02429,B008,2025-05-07 0:00:00,318461,Deposit,Branch
T0018670,C02237,B004,2023-03-15 0:00:00,1733457,Transfer,Internet Banking
T0018671,C00645,B007,2025-10-30 0:00:00,1653413,Transfer,Mobile
T0018672,C02551,B003,2025-03-08 0:00:00,1291127,Transfer,ATM
T0018673,C02062,B002,2024-01-25 0:00:00,1909428,Deposit,Internet Banking
T0018674,C00953,B001,2024-05-28 0:00:00,720559,EMI Payment,ATM
T0018675,C00590,B006,2023-07-19 0:00:00,808153,Deposit,Internet Banking
T0018676,C01981,B008,2023-07-11 0:00:00,175771,EMI Payment,Branch
T0018677,C01038,B002,2023-11-08 0:00:00,408546,Transfer,Branch
T0018678,C01924,B007,2025-04-10 0:00:00,743682,Deposit,Branch
T0018679,C00505,B008,2025-12-09 0:00:00,435756,Deposit,Internet Banking
T0018680,C00578,B005,2024-02-02 0:00:00,490660,Transfer,Internet Banking
T0018681,C00851,B001,2024-12-31 0:00:00,1262325,Transfer,ATM
T0018682,C01126,B002,2025-04-27 0:00:00,1049032,Transfer,Internet Banking
T0018683,C01610,B005,2024-09-15 0:00:00,849769,Withdrawal,Branch
T0018684,C02244,B003,2025-06-02 0:00:00,1932607,Transfer,Branch
T0018685,C02035,B007,2024-07-09 0:00:00,1697049,Deposit,Branch
T0018686,C01099,B002,2025-04-07 0:00:00,1941902,Deposit,Mobile
T0018687,C02776,B002,2023-04-05 0:00:00,760637,Transfer,Mobile
T0018688,C02532,B004,2025-10-11 0:00:00,1891402,Deposit,Internet Banking
T0018689,C00125,B003,2025-06-05 0:00:00,1488716,Withdrawal,ATM
T0018690,C01371,B008,2023-07-03 0:00:00,1523752,Withdrawal,Branch
T0018691,C02043,B003,2023-04-08 0:00:00,202381,Withdrawal,ATM
T0018692,C01112,B003,2025-01-18 0:00:00,1707166,Withdrawal,Internet Banking
T0018693,C01008,B007,2023-11-03 0:00:00,1278559,Withdrawal,Branch
T0018694,C01931,B003,2024-06-23 0:00:00,458217,Withdrawal,Branch
T0018695,C01139,B006,2023-08-26 0:00:00,47954,Transfer,ATM
T0018696,C00051,B007,2025-04-12 0:00:00,851322,EMI Payment,Internet Banking
T0018697,C02600,B003,2023-01-19 0:00:00,1950493,Deposit,Mobile
T0018698,C01906,B007,2023-02-06 0:00:00,1729490,Deposit,Branch
T0018699,C00720,B008,2024-01-30 0:00:00,522081,EMI Payment,ATM
T0018700,C01587,B004,2025-07-24 0:00:00,1046553,Transfer,Mobile
T0018701,C00384,B004,2023-07-08 0:00:00,1164684,EMI Payment,Internet Banking
T0018702,C01849,B003,2024-12-22 0:00:00,1722175,Withdrawal,Internet Banking
T0018703,C02680,B001,2023-03-23 0:00:00,1781915,EMI Payment,Branch
T0018704,C00985,B001,2024-06-07 0:00:00,1150202,Deposit,Mobile
T0018705,C00259,B004,2023-05-07 0:00:00,1332575,Withdrawal,Internet Banking
T0018706,C01812,B003,2025-10-21 0:00:00,1909554,EMI Payment,Mobile
T0018707,C01775,B002,2025-12-26 0:00:00,335007,Deposit,ATM
T0018708,C01426,B002,2025-01-01 0:00:00,1080927,Deposit,Mobile
T0018709,C01754,B005,2023-07-04 0:00:00,1052738,EMI Payment,Internet Banking
T0018710,C01006,B007,2023-02-17 0:00:00,85290,Deposit,Internet Banking
T0018711,C00130,B008,2023-05-10 0:00:00,960295,Transfer,Mobile
T0018712,C00527,B005,2024-04-17 0:00:00,788740,Transfer,ATM
T0018713,C00816,B008,2025-07-27 0:00:00,391393,Withdrawal,Mobile
T0018714,C02404,B001,2024-05-24 0:00:00,1980417,Withdrawal,Internet Banking
T0018715,C00395,B007,2023-09-03 0:00:00,1328467,EMI Payment,ATM
T0018716,C00554,B001,2025-06-28 0:00:00,323836,Transfer,ATM
T0018717,C02456,B003,2024-03-07 0:00:00,304239,Deposit,Internet Banking
T0018718,C00673,B001,2025-09-15 0:00:00,1661533,Deposit,ATM
T0018719,C01001,B005,2024-11-27 0:00:00,1771687,Transfer,Branch
T0018720,C01806,B007,2024-09-07 0:00:00,304281,Deposit,ATM
T0018721,C02145,B006,2023-11-15 0:00:00,1058259,EMI Payment,ATM
T0018722,C00629,B005,2023-03-02 0:00:00,1645754,Withdrawal,ATM
T0018723,C01864,B004,2023-09-17 0:00:00,1452783,Transfer,ATM
T0018724,C02383,B008,2024-06-15 0:00:00,1820185,Transfer,Branch
T0018725,C00039,B003,2023-06-27 0:00:00,1202679,EMI Payment,Internet Banking
T0018726,C02209,B001,2024-06-28 0:00:00,828284,Withdrawal,Mobile
T0018727,C02742,B002,2023-03-08 0:00:00,340042,Transfer,Mobile
T0018728,C00042,B003,2024-04-09 0:00:00,1269141,EMI Payment,ATM
T0018729,C00871,B002,2023-10-28 0:00:00,1031672,Transfer,ATM
T0018730,C00389,B008,2023-01-15 0:00:00,1349183,Transfer,ATM
T0018731,C00318,B003,2023-03-16 0:00:00,294226,EMI Payment,Mobile
T0018732,C01422,B002,2024-01-25 0:00:00,364529,Withdrawal,ATM
T0018733,C00932,B001,2025-10-24 0:00:00,185146,Withdrawal,Branch
T0018734,C01942,B002,2024-06-21 0:00:00,560800,EMI Payment,Mobile
T0018735,C02950,B008,2025-02-06 0:00:00,574758,Deposit,Mobile
T0018736,C02005,B003,2023-08-18 0:00:00,915767,Withdrawal,Branch
T0018737,C02789,B003,2025-09-23 0:00:00,18695,EMI Payment,Internet Banking
T0018738,C02445,B008,2024-03-22 0:00:00,219434,Deposit,Mobile
T0018739,C01662,B001,2025-09-01 0:00:00,237316,Transfer,ATM
T0018740,C00607,B005,2024-03-15 0:00:00,769617,Deposit,ATM
T0018741,C02044,B008,2024-06-21 0:00:00,1162442,EMI Payment,Internet Banking
T0018742,C00743,B006,2025-07-02 0:00:00,134649,EMI Payment,Branch
T0018743,C02748,B005,2024-05-31 0:00:00,1191864,EMI Payment,Branch
T0018744,C01673,B007,2024-06-12 0:00:00,1896639,Withdrawal,ATM
T0018745,C00549,B005,2024-08-25 0:00:00,678828,Deposit,ATM
T0018746,C02939,B008,2025-01-10 0:00:00,895516,Transfer,Branch
T0018747,C02967,B005,2023-04-19 0:00:00,1742437,Transfer,Internet Banking
T0018748,C00690,B001,2025-12-24 0:00:00,609833,Deposit,ATM
T0018749,C01352,B004,2024-06-05 0:00:00,346994,EMI Payment,Internet Banking
T0018750,C00794,B005,2025-02-23 0:00:00,148477,Deposit,Mobile
T0018751,C02598,B004,2025-10-10 0:00:00,1567153,Deposit,Mobile
T0018752,C01037,B003,2023-04-04 0:00:00,781421,Withdrawal,Internet Banking
T0018753,C00862,B002,2023-01-23 0:00:00,518722,Withdrawal,ATM
T0018754,C00616,B005,2025-03-24 0:00:00,859014,Deposit,Internet Banking
T0018755,C02499,B008,2023-08-31 0:00:00,550580,Withdrawal,ATM
T0018756,C00559,B007,2024-10-30 0:00:00,336140,EMI Payment,Internet Banking
T0018757,C00312,B004,2025-10-31 0:00:00,982207,Withdrawal,Internet Banking
T0018758,C02581,B005,2024-12-04 0:00:00,1680377,Deposit,Mobile
T0018759,C01719,B008,2023-07-31 0:00:00,469238,Deposit,Branch
T0018760,C00852,B004,2025-08-10 0:00:00,929502,Deposit,Branch
T0018761,C01356,B002,2025-02-26 0:00:00,873450,Deposit,Internet Banking
T0018762,C00308,B006,2023-07-27 0:00:00,1753722,EMI Payment,Internet Banking
T0018763,C01976,B001,2023-09-25 0:00:00,1401741,Deposit,Internet Banking
T0018764,C02408,B002,2023-05-07 0:00:00,365112,Withdrawal,ATM
T0018765,C01889,B007,2025-09-22 0:00:00,1331238,Transfer,Mobile
T0018766,C00037,B006,2024-08-24 0:00:00,1023220,EMI Payment,Internet Banking
T0018767,C01224,B006,2023-05-12 0:00:00,153886,Transfer,Mobile
T0018768,C00205,B006,2023-02-04 0:00:00,1073045,Transfer,Branch
T0018769,C02855,B004,2023-01-13 0:00:00,1069937,EMI Payment,Internet Banking
T0018770,C01024,B004,2025-12-22 0:00:00,560915,Withdrawal,ATM
T0018771,C01798,B006,2024-03-02 0:00:00,1748665,Deposit,Mobile
T0018772,C01476,B005,2024-09-14 0:00:00,259271,Transfer,ATM
T0018773,C00462,B005,2023-11-10 0:00:00,311687,Deposit,Branch
T0018774,C02807,B008,2024-10-04 0:00:00,1193955,Withdrawal,Mobile
T0018775,C02824,B002,2023-10-01 0:00:00,190293,Transfer,Internet Banking
T0018776,C01280,B005,2025-04-09 0:00:00,72213,Withdrawal,Internet Banking
T0018777,C02760,B004,2023-12-24 0:00:00,375115,Transfer,Internet Banking
T0018778,C01399,B003,2023-12-14 0:00:00,500319,Transfer,Internet Banking
T0018779,C02137,B002,2024-05-03 0:00:00,274825,EMI Payment,Branch
T0018780,C00268,B007,2024-12-04 0:00:00,1256245,EMI Payment,ATM
T0018781,C02698,B002,2025-11-28 0:00:00,1218241,Deposit,Branch
T0018782,C01550,B004,2025-06-29 0:00:00,1471142,EMI Payment,Branch
T0018783,C01998,B002,2023-07-27 0:00:00,1800305,Deposit,Mobile
T0018784,C00090,B008,2025-01-07 0:00:00,55050,Withdrawal,Branch
T0018785,C02405,B007,2024-12-19 0:00:00,541076,Withdrawal,Internet Banking
T0018786,C01335,B003,2024-07-09 0:00:00,570645,Transfer,ATM
T0018787,C02250,B004,2025-08-14 0:00:00,580254,Withdrawal,ATM
T0018788,C00787,B004,2025-02-12 0:00:00,1942322,Withdrawal,Branch
T0018789,C02936,B007,2023-06-09 0:00:00,159721,EMI Payment,Branch
T0018790,C02064,B001,2025-10-09 0:00:00,690273,Withdrawal,ATM
T0018791,C01387,B007,2025-05-04 0:00:00,1494341,Transfer,ATM
T0018792,C01657,B005,2023-07-02 0:00:00,827140,EMI Payment,Mobile
T0018793,C00187,B004,2023-11-11 0:00:00,1061046,Deposit,Mobile
T0018794,C01566,B006,2023-03-09 0:00:00,962919,EMI Payment,Branch
T0018795,C00164,B004,2023-12-15 0:00:00,69067,Withdrawal,Internet Banking
T0018796,C02433,B008,2024-01-25 0:00:00,366479,EMI Payment,ATM
T0018797,C02399,B007,2023-04-01 0:00:00,1892102,Deposit,Mobile
T0018798,C01570,B006,2023-02-07 0:00:00,1587154,EMI Payment,Branch
T0018799,C00955,B006,2025-06-28 0:00:00,182282,EMI Payment,Branch
T0018800,C00458,B004,2025-09-06 0:00:00,1489841,EMI Payment,Mobile
T0018801,C00959,B004,2024-12-04 0:00:00,1820572,Withdrawal,Internet Banking
T0018802,C01405,B002,2023-07-18 0:00:00,1210067,Deposit,ATM
T0018803,C02795,B002,2024-09-04 0:00:00,1323186,Transfer,Internet Banking
T0018804,C00234,B002,2024-08-16 0:00:00,978194,Deposit,ATM
T0018805,C02011,B004,2025-04-04 0:00:00,314227,Transfer,Branch
T0018806,C02371,B004,2024-09-01 0:00:00,1046107,Deposit,ATM
T0018807,C01461,B006,2023-09-24 0:00:00,1065157,Withdrawal,ATM
T0018808,C01864,B002,2023-04-01 0:00:00,39226,Transfer,ATM
T0018809,C02239,B006,2024-07-02 0:00:00,871756,Transfer,Internet Banking
T0018810,C02745,B003,2025-06-28 0:00:00,1186958,EMI Payment,Internet Banking
T0018811,C01118,B008,2023-01-23 0:00:00,1544774,EMI Payment,Mobile
T0018812,C01458,B003,2024-11-09 0:00:00,18844,Deposit,Branch
T0018813,C02606,B006,2023-07-05 0:00:00,481588,Withdrawal,Mobile
T0018814,C00719,B004,2025-03-21 0:00:00,1945419,EMI Payment,Mobile
T0018815,C00108,B001,2024-04-27 0:00:00,226580,Transfer,ATM
T0018816,C01322,B003,2023-06-11 0:00:00,1995874,Withdrawal,Internet Banking
T0018817,C00223,B002,2023-07-10 0:00:00,792048,Transfer,Branch
T0018818,C02132,B003,2023-02-11 0:00:00,384935,Withdrawal,Mobile
T0018819,C02428,B006,2024-09-23 0:00:00,752611,Withdrawal,ATM
T0018820,C00159,B002,2024-04-19 0:00:00,1417311,EMI Payment,Mobile
T0018821,C00055,B004,2025-02-09 0:00:00,915831,Withdrawal,Branch
T0018822,C01018,B002,2024-11-13 0:00:00,12259,EMI Payment,Branch
T0018823,C01507,B007,2023-02-04 0:00:00,1185192,Transfer,Internet Banking
T0018824,C01979,B005,2023-01-07 0:00:00,1877090,Transfer,Internet Banking
T0018825,C00463,B008,2024-09-07 0:00:00,1902476,Transfer,Branch
T0018826,C02385,B003,2024-09-24 0:00:00,393567,EMI Payment,Mobile
T0018827,C00398,B004,2023-08-20 0:00:00,1597650,Withdrawal,Mobile
T0018828,C01819,B005,2023-06-17 0:00:00,1993573,Withdrawal,ATM
T0018829,C00077,B001,2025-07-16 0:00:00,1461627,Transfer,Internet Banking
T0018830,C00539,B004,2025-10-16 0:00:00,1953284,Withdrawal,Mobile
T0018831,C02189,B008,2023-10-31 0:00:00,52376,Transfer,ATM
T0018832,C01592,B002,2024-08-02 0:00:00,85700,Transfer,Mobile
T0018833,C02782,B006,2024-02-25 0:00:00,1513436,Withdrawal,Internet Banking
T0018834,C00285,B001,2025-12-03 0:00:00,1507415,EMI Payment,ATM
T0018835,C02089,B002,2024-08-12 0:00:00,800931,Transfer,Branch
T0018836,C02293,B006,2024-12-26 0:00:00,786216,Deposit,Mobile
T0018837,C01912,B004,2023-02-10 0:00:00,619723,Deposit,Mobile
T0018838,C01635,B008,2024-05-03 0:00:00,831628,EMI Payment,ATM
T0018839,C01796,B004,2025-09-16 0:00:00,961172,Deposit,Internet Banking
T0018840,C02539,B003,2024-08-11 0:00:00,370246,Deposit,ATM
T0018841,C02614,B007,2025-09-09 0:00:00,559355,Deposit,Branch
T0018842,C02408,B006,2023-09-04 0:00:00,994923,Withdrawal,Mobile
T0018843,C00920,B004,2024-12-20 0:00:00,1990185,Deposit,Branch
T0018844,C00323,B007,2023-01-19 0:00:00,1915,EMI Payment,Branch
T0018845,C00038,B001,2023-01-26 0:00:00,1256795,Deposit,ATM
T0018846,C02693,B006,2023-07-20 0:00:00,1831657,Deposit,ATM
T0018847,C02676,B002,2025-03-14 0:00:00,643392,Deposit,Mobile
T0018848,C02291,B006,2023-10-02 0:00:00,826387,Deposit,ATM
T0018849,C01149,B007,2023-07-13 0:00:00,1839626,EMI Payment,ATM
T0018850,C01431,B003,2023-12-09 0:00:00,1844322,Deposit,ATM
T0018851,C01956,B005,2025-06-18 0:00:00,673497,Deposit,Mobile
T0018852,C02987,B001,2024-10-20 0:00:00,841841,Withdrawal,Mobile
T0018853,C00073,B007,2023-07-22 0:00:00,1179318,EMI Payment,Internet Banking
T0018854,C02967,B007,2024-12-07 0:00:00,1444278,Withdrawal,ATM
T0018855,C02806,B001,2025-07-19 0:00:00,1168450,Transfer,Mobile
T0018856,C00682,B004,2025-03-22 0:00:00,162396,Withdrawal,Branch
T0018857,C01198,B004,2025-06-05 0:00:00,1255988,Transfer,Internet Banking
T0018858,C00584,B003,2025-05-28 0:00:00,915977,Withdrawal,Branch
T0018859,C02276,B007,2025-10-30 0:00:00,429115,Deposit,Internet Banking
T0018860,C02232,B001,2025-02-24 0:00:00,1804952,EMI Payment,Branch
T0018861,C02270,B007,2023-05-24 0:00:00,1963568,Withdrawal,Branch
T0018862,C00792,B007,2024-08-16 0:00:00,1585433,EMI Payment,ATM
T0018863,C00778,B001,2023-06-10 0:00:00,323570,Withdrawal,Branch
T0018864,C02087,B001,2024-05-21 0:00:00,347043,EMI Payment,Internet Banking
T0018865,C00078,B005,2023-05-19 0:00:00,651722,EMI Payment,Internet Banking
T0018866,C02321,B004,2025-05-30 0:00:00,1592130,EMI Payment,ATM
T0018867,C02391,B003,2024-03-30 0:00:00,1963233,Transfer,Internet Banking
T0018868,C01004,B008,2024-06-03 0:00:00,454948,Deposit,Internet Banking
T0018869,C02107,B002,2024-04-11 0:00:00,1698628,Transfer,Branch
T0018870,C02250,B008,2023-01-12 0:00:00,289775,Deposit,ATM
T0018871,C02564,B001,2023-05-03 0:00:00,1073268,Deposit,Mobile
T0018872,C01773,B007,2023-10-05 0:00:00,1212379,Transfer,Mobile
T0018873,C02732,B002,2023-02-26 0:00:00,1202696,Deposit,Internet Banking
T0018874,C01438,B007,2025-04-22 0:00:00,1955997,EMI Payment,Branch
T0018875,C00900,B007,2023-02-14 0:00:00,552234,Withdrawal,Mobile
T0018876,C02117,B001,2023-01-21 0:00:00,1682666,Deposit,Mobile
T0018877,C02127,B003,2023-07-16 0:00:00,289887,Deposit,Internet Banking
T0018878,C00937,B008,2023-07-18 0:00:00,245584,Withdrawal,Mobile
T0018879,C00452,B008,2024-03-03 0:00:00,1769685,EMI Payment,Mobile
T0018880,C02296,B001,2023-05-20 0:00:00,579334,EMI Payment,Mobile
T0018881,C02595,B003,2025-04-11 0:00:00,1779181,Transfer,Branch
T0018882,C02297,B003,2023-11-16 0:00:00,818381,Withdrawal,Internet Banking
T0018883,C02096,B004,2025-11-04 0:00:00,1657885,Deposit,Branch
T0018884,C00344,B002,2025-05-10 0:00:00,1898375,Transfer,ATM
T0018885,C02710,B001,2024-03-15 0:00:00,1993979,EMI Payment,ATM
T0018886,C00413,B004,2023-04-24 0:00:00,140314,EMI Payment,Branch
T0018887,C01937,B007,2024-12-21 0:00:00,191218,Withdrawal,Internet Banking
T0018888,C01583,B007,2024-02-23 0:00:00,764599,Withdrawal,ATM
T0018889,C02237,B008,2024-11-22 0:00:00,1604034,EMI Payment,ATM
T0018890,C01154,B001,2023-06-16 0:00:00,541294,Withdrawal,Branch
T0018891,C01169,B002,2024-09-22 0:00:00,1471518,Deposit,Internet Banking
T0018892,C00061,B002,2025-08-25 0:00:00,1021219,Deposit,Mobile
T0018893,C00532,B008,2024-12-02 0:00:00,1033531,EMI Payment,Branch
T0018894,C01377,B004,2025-07-15 0:00:00,10138,Transfer,Mobile
T0018895,C00217,B003,2025-03-29 0:00:00,1319391,EMI Payment,Internet Banking
T0018896,C02332,B008,2024-03-23 0:00:00,378418,EMI Payment,Mobile
T0018897,C01451,B003,2024-07-21 0:00:00,381198,Transfer,ATM
T0018898,C01743,B001,2025-08-10 0:00:00,191687,EMI Payment,Internet Banking
T0018899,C00496,B001,2025-03-30 0:00:00,1854321,EMI Payment,ATM
T0018900,C02020,B003,2024-08-26 0:00:00,556747,Withdrawal,Branch
T0018901,C00072,B001,2024-04-12 0:00:00,874430,Deposit,Branch
T0018902,C00152,B002,2025-02-25 0:00:00,106416,EMI Payment,Mobile
T0018903,C02581,B008,2024-01-03 0:00:00,281548,Withdrawal,Branch
T0018904,C00701,B006,2025-06-03 0:00:00,276727,EMI Payment,Branch
T0018905,C00784,B005,2023-06-05 0:00:00,1280828,EMI Payment,Branch
T0018906,C01348,B003,2024-02-25 0:00:00,503795,Transfer,Mobile
T0018907,C00481,B006,2025-07-10 0:00:00,1151781,Withdrawal,ATM
T0018908,C02417,B005,2025-09-23 0:00:00,986342,Transfer,Branch
T0018909,C02838,B005,2023-05-22 0:00:00,242177,EMI Payment,Internet Banking
T0018910,C02556,B004,2023-12-04 0:00:00,1266659,Transfer,Mobile
T0018911,C00447,B005,2024-08-15 0:00:00,884060,EMI Payment,Internet Banking
T0018912,C00578,B008,2023-01-02 0:00:00,417801,Transfer,Internet Banking
T0018913,C01857,B003,2023-10-12 0:00:00,1314257,Deposit,Internet Banking
T0018914,C01785,B005,2023-06-08 0:00:00,676826,Withdrawal,ATM
T0018915,C00990,B007,2025-06-15 0:00:00,872271,Deposit,Mobile
T0018916,C01807,B001,2025-12-22 0:00:00,56179,Transfer,Branch
T0018917,C01155,B008,2023-07-28 0:00:00,211694,Deposit,Internet Banking
T0018918,C01011,B007,2025-12-10 0:00:00,786385,Transfer,Branch
T0018919,C02281,B007,2024-02-17 0:00:00,1052453,Deposit,Mobile
T0018920,C00110,B002,2024-01-15 0:00:00,1519609,EMI Payment,ATM
T0018921,C02941,B002,2024-10-27 0:00:00,1666764,EMI Payment,Internet Banking
T0018922,C00236,B005,2023-07-19 0:00:00,54350,Withdrawal,Branch
T0018923,C01983,B004,2025-08-22 0:00:00,578701,Withdrawal,Branch
T0018924,C00714,B002,2024-07-16 0:00:00,1985258,Transfer,Mobile
T0018925,C02802,B003,2025-11-29 0:00:00,338077,Deposit,ATM
T0018926,C02219,B004,2025-06-23 0:00:00,1741805,Deposit,Branch
T0018927,C02597,B002,2025-11-14 0:00:00,861000,Transfer,Internet Banking
T0018928,C02833,B002,2023-10-25 0:00:00,861003,Deposit,Mobile
T0018929,C00111,B003,2025-06-25 0:00:00,1102576,Transfer,Internet Banking
T0018930,C00158,B006,2024-05-14 0:00:00,19362,Transfer,ATM
T0018931,C01356,B002,2025-03-15 0:00:00,688403,Deposit,Mobile
T0018932,C02394,B003,2023-10-13 0:00:00,269799,EMI Payment,Internet Banking
T0018933,C00744,B004,2024-07-13 0:00:00,1085909,Withdrawal,ATM
T0018934,C00733,B007,2025-03-26 0:00:00,1385417,Transfer,Branch
T0018935,C02008,B004,2023-10-02 0:00:00,906073,EMI Payment,Mobile
T0018936,C00899,B003,2025-06-07 0:00:00,1133576,Deposit,Mobile
T0018937,C01184,B008,2025-12-22 0:00:00,62522,Withdrawal,Branch
T0018938,C02768,B001,2023-12-14 0:00:00,612404,EMI Payment,Mobile
T0018939,C01927,B001,2023-05-13 0:00:00,1094777,Transfer,Branch
T0018940,C01889,B006,2025-12-10 0:00:00,1788647,Withdrawal,ATM
T0018941,C00700,B006,2024-04-20 0:00:00,264280,Transfer,Mobile
T0018942,C02675,B004,2024-03-20 0:00:00,531676,Deposit,Mobile
T0018943,C00344,B001,2023-12-13 0:00:00,354871,EMI Payment,Internet Banking
T0018944,C02471,B007,2023-12-22 0:00:00,1779195,Deposit,Branch
T0018945,C02682,B004,2025-09-08 0:00:00,1906199,Withdrawal,Branch
T0018946,C02733,B005,2023-08-23 0:00:00,825911,Transfer,Internet Banking
T0018947,C01013,B005,2024-05-11 0:00:00,1251853,Withdrawal,Branch
T0018948,C02042,B001,2025-07-19 0:00:00,1108192,EMI Payment,Internet Banking
T0018949,C02730,B006,2025-01-14 0:00:00,91762,EMI Payment,ATM
T0018950,C00521,B002,2024-08-29 0:00:00,98137,Withdrawal,Internet Banking
T0018951,C02273,B002,2024-07-09 0:00:00,1503574,EMI Payment,Internet Banking
T0018952,C00555,B005,2024-01-03 0:00:00,1851920,Transfer,Branch
T0018953,C00246,B001,2024-02-20 0:00:00,1905830,Withdrawal,ATM
T0018954,C00572,B001,2025-08-13 0:00:00,1986212,Transfer,Branch
T0018955,C01950,B006,2023-07-05 0:00:00,1287624,Transfer,Internet Banking
T0018956,C01814,B003,2025-03-22 0:00:00,1776881,Withdrawal,Branch
T0018957,C00737,B003,2025-04-05 0:00:00,1560276,EMI Payment,Branch
T0018958,C01993,B006,2024-03-11 0:00:00,425933,EMI Payment,Mobile
T0018959,C01097,B008,2025-12-28 0:00:00,1417162,Transfer,ATM
T0018960,C00323,B002,2024-04-29 0:00:00,685533,Withdrawal,Mobile
T0018961,C01468,B006,2023-09-25 0:00:00,11942,Deposit,ATM
T0018962,C01419,B003,2023-03-25 0:00:00,404937,EMI Payment,ATM
T0018963,C00137,B007,2023-04-24 0:00:00,1161118,Withdrawal,Branch
T0018964,C01556,B005,2023-10-09 0:00:00,1753296,EMI Payment,Internet Banking
T0018965,C00844,B002,2025-04-17 0:00:00,463499,Transfer,Branch
T0018966,C00719,B004,2024-04-18 0:00:00,1880030,Withdrawal,Internet Banking
T0018967,C00062,B006,2025-05-23 0:00:00,1569237,Transfer,Branch
T0018968,C01986,B003,2024-06-06 0:00:00,1824481,Withdrawal,Internet Banking
T0018969,C02387,B002,2023-02-07 0:00:00,1630059,Withdrawal,ATM
T0018970,C02562,B005,2023-12-22 0:00:00,1310910,Deposit,Mobile
T0018971,C00792,B006,2025-07-17 0:00:00,1755517,EMI Payment,ATM
T0018972,C02171,B004,2025-08-15 0:00:00,199758,Transfer,Mobile
T0018973,C01750,B008,2024-05-26 0:00:00,257767,EMI Payment,Branch
T0018974,C02894,B005,2025-04-25 0:00:00,804153,EMI Payment,Internet Banking
T0018975,C00467,B008,2023-06-10 0:00:00,1024538,Deposit,Branch
T0018976,C00500,B001,2024-07-08 0:00:00,1242300,Deposit,Branch
T0018977,C02076,B008,2024-05-18 0:00:00,376162,EMI Payment,Internet Banking
T0018978,C01553,B002,2023-10-15 0:00:00,1748096,EMI Payment,ATM
T0018979,C02758,B005,2023-10-16 0:00:00,578780,Transfer,Internet Banking
T0018980,C01501,B001,2024-04-18 0:00:00,546631,EMI Payment,ATM
T0018981,C01795,B008,2024-07-06 0:00:00,718665,Transfer,Internet Banking
T0018982,C02777,B006,2024-08-02 0:00:00,606218,EMI Payment,Mobile
T0018983,C00092,B007,2024-07-31 0:00:00,1266060,EMI Payment,Mobile
T0018984,C01264,B003,2023-10-09 0:00:00,268749,Transfer,ATM
T0018985,C00321,B007,2025-03-15 0:00:00,1613567,Transfer,ATM
T0018986,C00651,B007,2025-11-26 0:00:00,1711949,Transfer,Internet Banking
T0018987,C00054,B007,2025-10-24 0:00:00,908155,EMI Payment,ATM
T0018988,C00420,B008,2023-12-21 0:00:00,355943,EMI Payment,Internet Banking
T0018989,C02023,B001,2023-12-01 0:00:00,1496645,Withdrawal,ATM
T0018990,C02486,B008,2025-06-14 0:00:00,529949,Transfer,Mobile
T0018991,C02640,B004,2023-09-06 0:00:00,314407,Deposit,ATM
T0018992,C02642,B004,2025-12-27 0:00:00,1944976,Transfer,ATM
T0018993,C00989,B001,2025-08-25 0:00:00,1793157,EMI Payment,Branch
T0018994,C02045,B002,2024-08-14 0:00:00,119723,Deposit,Branch
