AlertID,CustomerID,BranchID,Date,AlertType,AlertAmount,RiskRating,Status
A000687,C02089,B004,2023-06-11 0:00:00,Suspicious Activity,9638957,High,Open
A000688,C02497,B008,2024-07-23 0:00:00,CTR,1235419,Low,Open
A000689,C02916,B005,2024-03-20 0:00:00,CTR,1783268,Low,Under Review
A000690,C00567,B006,2023-04-17 0:00:00,Structuring,5568876,Low,Under Review
A000691,C00792,B003,2023-03-30 0:00:00,Structuring,6060179,High,Under Review
A000692,C01521,B001,2024-11-12 0:00:00,CTR,4852857,Low,Closed
A000693,C02030,B002,2025-04-14 0:00:00,Structuring,3288819,Low,Under Review
A000694,C00862,B008,2023-07-15 0:00:00,IFTR,1274431,High,Closed
A000695,C01733,B007,2025-10-19 0:00:00,Suspicious Activity,8584076,Low,Open
A000696,C02996,B007,2024-08-21 0:00:00,CTR,9765447,High,Under Review
A000697,C00660,B002,2025-12-13 0:00:00,Suspicious Activity,4423449,Low,Closed
A000698,C01223,B002,2025-09-28 0:00:00,CTR,398714,High,Open
A000699,C02795,B006,2023-08-15 0:00:00,CTR,981163,Medium,Under Review
A000700,C01302,B001,2023-02-26 0:00:00,Suspicious Activity,5487864,High,Under Review
A000701,C00037,B005,2024-04-26 0:00:00,Structuring,6220492,High,Closed
A000702,C00984,B003,2025-12-05 0:00:00,IFTR,5713390,Medium,Closed
A000703,C00829,B005,2024-08-05 0:00:00,Suspicious Activity,7834808,Low,Closed
A000704,C00744,B001,2025-04-11 0:00:00,Structuring,8961166,Low,Open
A000705,C02244,B007,2024-10-26 0:00:00,IFTR,7857989,Medium,Closed
A000706,C02077,B007,2023-05-02 0:00:00,Suspicious Activity,3335665,Low,Closed
A000707,C01656,B004,2024-04-13 0:00:00,Suspicious Activity,236580,Medium,Under Review
A000708,C00687,B008,2023-05-07 0:00:00,Structuring,2230511,High,Closed
A000709,C02420,B003,2023-01-27 0:00:00,Structuring,2347470,High,Closed
A000710,C02263,B005,2023-02-01 0:00:00,Structuring,196750,Low,Closed
A000711,C02754,B001,2024-02-10 0:00:00,Structuring,3032368,High,Open
A000712,C02604,B003,2024-03-31 0:00:00,CTR,6877909,Low,Open
A000713,C02356,B008,2023-01-06 0:00:00,CTR,4736917,Low,Under Review
A000714,C02582,B002,2024-12-01 0:00:00,Suspicious Activity,2507585,Medium,Open
A000715,C02665,B008,2023-10-26 0:00:00,Structuring,3863810,Medium,Closed
A000716,C02349,B006,2024-04-25 0:00:00,CTR,8807762,High,Open
A000717,C01464,B008,2023-07-10 0:00:00,IFTR,5553888,High,Under Review
A000718,C01985,B005,2025-11-26 0:00:00,CTR,85581,Low,Under Review
A000719,C02589,B003,2025-03-28 0:00:00,CTR,1215998,Medium,Under Review
A000720,C02416,B003,2024-01-11 0:00:00,Suspicious Activity,2373275,Medium,Closed
A000721,C02385,B001,2023-08-26 0:00:00,Suspicious Activity,9092458,Low,Closed
A000722,C02879,B003,2023-04-25 0:00:00,Structuring,7388991,Medium,Open
A000723,C01451,B002,2023-09-25 0:00:00,Structuring,1734949,High,Closed
A000724,C01289,B006,2023-09-22 0:00:00,Suspicious Activity,8118906,High,Open
A000725,C02184,B001,2024-03-12 0:00:00,Suspicious Activity,8463562,Low,Closed
A000726,C00496,B003,2024-06-13 0:00:00,CTR,6289617,High,Open
A000727,C02522,B007,2024-11-18 0:00:00,CTR,5636836,Low,Open
A000728,C02995,B004,2025-06-23 0:00:00,Suspicious Activity,3291534,Medium,Under Review
A000729,C00675,B002,2025-07-20 0:00:00,CTR,1253773,Medium,Under Review
A000730,C01520,B001,2024-06-10 0:00:00,CTR,6218099,High,Closed
A000731,C01015,B001,2023-09-16 0:00:00,CTR,6905988,Low,Under Review
A000732,C02671,B006,2025-12-08 0:00:00,IFTR,1359629,High,Under Review
A000733,C02982,B006,2023-02-23 0:00:00,IFTR,4776156,High,Closed
A000734,C01947,B007,2023-01-01 0:00:00,IFTR,8935408,High,Under Review
A000735,C02560,B002,2023-03-22 0:00:00,Suspicious Activity,5535866,Medium,Closed
A000736,C00805,B004,2023-05-11 0:00:00,CTR,7672117,Low,Open
A000737,C01859,B004,2024-03-19 0:00:00,CTR,7687506,Medium,Open
A000738,C01570,B002,2025-06-04 0:00:00,Structuring,3627526,Low,Open
A000739,C02172,B002,2023-08-17 0:00:00,IFTR,6533328,Medium,Under Review
A000740,C00723,B003,2024-10-11 0:00:00,CTR,7900540,Medium,Open
A000741,C00755,B005,2025-01-03 0:00:00,Structuring,2523322,Low,Open
A000742,C01692,B004,2023-06-01 0:00:00,Suspicious Activity,9950142,Low,Open
A000743,C02717,B002,2024-06-25 0:00:00,IFTR,1200503,Medium,Open
A000744,C01203,B001,2023-03-11 0:00:00,Suspicious Activity,2573581,Medium,Closed
A000745,C00314,B004,2023-07-28 0:00:00,Suspicious Activity,996950,High,Open
A000746,C02340,B006,2024-08-06 0:00:00,Structuring,1816739,High,Open
A000747,C02050,B004,2024-04-20 0:00:00,Suspicious Activity,3521563,Medium,Closed
A000748,C00674,B003,2025-08-12 0:00:00,IFTR,6007115,Medium,Under Review
A000749,C00992,B005,2023-09-01 0:00:00,Structuring,1172844,High,Under Review
A000750,C02400,B002,2025-03-09 0:00:00,CTR,7247174,High,Closed
A000751,C01051,B005,2025-07-09 0:00:00,CTR,4401113,Medium,Open
A000752,C02649,B003,2024-04-30 0:00:00,CTR,4857020,Low,Closed
A000753,C02383,B003,2023-12-13 0:00:00,Suspicious Activity,7381063,High,Closed
A000754,C00573,B006,2024-08-04 0:00:00,Structuring,9254336,Medium,Closed
A000755,C01329,B002,2023-05-25 0:00:00,Structuring,2568311,High,Open
A000756,C01719,B005,2025-07-10 0:00:00,Suspicious Activity,3979435,High,Closed
A000757,C02054,B004,2024-01-11 0:00:00,CTR,9666661,Medium,Open
A000758,C01133,B004,2025-09-09 0:00:00,Suspicious Activity,8321773,Medium,Open
A000759,C00810,B006,2023-05-27 0:00:00,IFTR,8680287,High,Under Review
A000760,C01708,B003,2025-01-26 0:00:00,Suspicious Activity,3861776,High,Under Review
A000761,C00741,B007,2023-10-08 0:00:00,IFTR,3048343,High,Closed
A000762,C01726,B007,2024-01-02 0:00:00,CTR,1861509,High,Closed
A000763,C01904,B007,2024-02-18 0:00:00,Structuring,7194860,Medium,Under Review
A000764,C01450,B004,2023-06-26 0:00:00,IFTR,8582514,Medium,Under Review
A000765,C00528,B002,2025-05-23 0:00:00,CTR,9386673,Low,Under Review
A000766,C02555,B002,2024-07-11 0:00:00,Suspicious Activity,1392771,High,Open
A000767,C01929,B005,2025-11-19 0:00:00,Suspicious Activity,4780734,Low,Under Review
A000768,C00471,B001,2024-01-25 0:00:00,IFTR,177146,Medium,Open
A000769,C00846,B008,2024-10-30 0:00:00,IFTR,4045086,High,Open
A000770,C02770,B001,2025-10-30 0:00:00,CTR,7372880,Medium,Under Review
A000771,C00365,B003,2023-10-26 0:00:00,Suspicious Activity,1750784,Low,Under Review
A000772,C00540,B002,2025-03-21 0:00:00,CTR,5195437,Low,Open
A000773,C02375,B007,2024-06-03 0:00:00,IFTR,5915605,Low,Closed
A000774,C01394,B003,2024-01-22 0:00:00,CTR,1206996,High,Open
A000775,C01153,B005,2025-01-23 0:00:00,CTR,9886270,Medium,Closed
A000776,C00505,B005,2023-03-13 0:00:00,Suspicious Activity,5273937,Medium,Open
A000777,C02362,B008,2023-10-15 0:00:00,CTR,8812810,High,Closed
A000778,C02134,B007,2023-09-14 0:00:00,Structuring,2829997,Medium,Under Review
A000779,C00636,B008,2025-12-19 0:00:00,IFTR,9043762,High,Open
A000780,C02909,B007,2024-10-24 0:00:00,Structuring,4618388,Low,Closed
A000781,C01133,B006,2023-10-06 0:00:00,Structuring,4316941,Low,Closed
A000782,C00329,B003,2024-04-15 0:00:00,IFTR,3650256,High,Closed
A000783,C02190,B005,2025-08-29 0:00:00,CTR,4039677,Low,Under Review
A000784,C00473,B001,2023-12-22 0:00:00,Structuring,7840902,High,Open
A000785,C01091,B004,2023-11-20 0:00:00,Suspicious Activity,5189232,Low,Open
A000786,C01250,B004,2024-01-12 0:00:00,IFTR,380623,High,Open
A000787,C02929,B007,2025-06-16 0:00:00,Suspicious Activity,5377029,Low,Open
A000788,C02324,B001,2023-01-23 0:00:00,Structuring,817137,Low,Open
A000789,C01476,B002,2025-12-24 0:00:00,IFTR,8992995,Medium,Under Review
A000790,C00297,B005,2024-11-28 0:00:00,IFTR,5291358,Low,Under Review
A000791,C00797,B007,2023-09-27 0:00:00,Suspicious Activity,7197137,Low,Under Review
A000792,C01469,B005,2024-02-22 0:00:00,Suspicious Activity,7993635,High,Open
A000793,C01206,B006,2023-06-11 0:00:00,IFTR,7248996,Medium,Under Review
A000794,C00348,B003,2023-05-24 0:00:00,CTR,657046,High,Under Review
A000795,C02921,B006,2023-10-27 0:00:00,Structuring,8439508,High,Open
A000796,C01796,B002,2025-11-17 0:00:00,CTR,7414533,High,Closed
A000797,C00738,B004,2024-08-17 0:00:00,CTR,8774867,Medium,Open
A000798,C02768,B007,2024-10-11 0:00:00,IFTR,5902852,Low,Open
A000799,C00993,B001,2025-01-10 0:00:00,CTR,4008987,Low,Open
A000800,C00567,B004,2024-09-19 0:00:00,Structuring,4600048,High,Open
A000801,C01244,B001,2023-09-23 0:00:00,Suspicious Activity,2039762,Low,Closed
A000802,C00163,B003,2024-06-12 0:00:00,IFTR,5723956,High,Closed
A000803,C02410,B005,2023-01-30 0:00:00,IFTR,2403642,High,Under Review
A000804,C01640,B002,2024-10-16 0:00:00,CTR,3660697,Medium,Closed
A000805,C02969,B004,2024-11-19 0:00:00,Structuring,4385191,Low,Under Review
A000806,C00457,B001,2025-01-11 0:00:00,IFTR,2721614,Low,Closed
A000807,C01179,B005,2024-01-24 0:00:00,Structuring,4520445,Medium,Closed
A000808,C00111,B005,2025-07-21 0:00:00,CTR,6545423,High,Under Review
A000809,C01127,B003,2025-06-28 0:00:00,CTR,670026,Low,Under Review
A000810,C00970,B005,2023-12-27 0:00:00,Suspicious Activity,2449346,High,Under Review
A000811,C00487,B006,2025-07-29 0:00:00,IFTR,5041811,Low,Closed
A000812,C00687,B002,2024-04-13 0:00:00,CTR,70961,Low,Open
A000813,C02908,B007,2023-07-27 0:00:00,Structuring,6559161,Low,Under Review
A000814,C01748,B001,2024-11-18 0:00:00,CTR,4461040,Low,Under Review
A000815,C01022,B006,2023-09-26 0:00:00,CTR,1548194,High,Open
A000816,C02042,B003,2024-11-25 0:00:00,CTR,5069960,Low,Under Review
A000817,C02583,B007,2024-09-13 0:00:00,Structuring,9496532,Medium,Open
A000818,C01887,B007,2023-01-11 0:00:00,Suspicious Activity,3729244,Medium,Open
A000819,C01827,B004,2025-11-21 0:00:00,Structuring,8909174,High,Closed
A000820,C01742,B008,2025-07-06 0:00:00,Structuring,5789630,Medium,Open
A000821,C01152,B003,2025-05-27 0:00:00,CTR,487406,High,Closed
A000822,C02634,B001,2024-10-04 0:00:00,Suspicious Activity,8671499,Low,Open
A000823,C01346,B005,2024-12-06 0:00:00,CTR,2057879,Low,Closed
A000824,C02131,B007,2024-07-16 0:00:00,Structuring,5141895,Medium,Closed
A000825,C02155,B002,2023-11-11 0:00:00,CTR,4402016,Low,Closed
A000826,C02293,B007,2025-08-09 0:00:00,Suspicious Activity,1416201,Medium,Open
A000827,C01660,B008,2024-08-02 0:00:00,CTR,4958965,Low,Open
A000828,C00930,B006,2024-11-15 0:00:00,Suspicious Activity,6179673,High,Under Review
A000829,C01362,B004,2023-05-17 0:00:00,Structuring,5698925,Low,Closed
A000830,C00784,B008,2023-08-19 0:00:00,Structuring,2923972,High,Open
A000831,C00125,B005,2025-06-11 0:00:00,IFTR,8213022,Medium,Closed
A000832,C01685,B002,2023-11-12 0:00:00,CTR,4380631,Low,Under Review
A000833,C01115,B002,2023-11-17 0:00:00,Suspicious Activity,3060076,Medium,Closed
A000834,C02673,B005,2025-01-11 0:00:00,IFTR,6787217,Low,Under Review
A000835,C02882,B002,2023-08-30 0:00:00,CTR,1028211,High,Closed
A000836,C00526,B007,2025-10-02 0:00:00,IFTR,3232163,High,Open
A000837,C01888,B005,2024-04-19 0:00:00,Structuring,8183694,Medium,Open
A000838,C00595,B006,2025-12-02 0:00:00,CTR,688575,High,Closed
A000839,C00939,B001,2023-06-27 0:00:00,Structuring,2179818,Low,Open
A000840,C00762,B004,2023-09-09 0:00:00,Structuring,7464385,Low,Closed
A000841,C00420,B006,2025-10-15 0:00:00,IFTR,9127334,High,Open
A000842,C01909,B001,2025-04-01 0:00:00,CTR,4456040,Low,Closed
A000843,C01942,B005,2025-02-13 0:00:00,Structuring,4834018,Low,Under Review
A000844,C02030,B006,2025-07-27 0:00:00,Suspicious Activity,5096814,High,Open
A000845,C01246,B002,2024-01-04 0:00:00,Structuring,5111072,High,Open
A000846,C01714,B002,2025-08-31 0:00:00,CTR,4268623,High,Open
A000847,C00700,B003,2024-11-24 0:00:00,CTR,5697481,High,Closed
A000848,C01757,B002,2025-04-06 0:00:00,CTR,5195349,High,Closed
A000849,C00411,B008,2024-09-25 0:00:00,CTR,7886704,High,Under Review
A000850,C00408,B002,2025-11-16 0:00:00,Suspicious Activity,1861726,Low,Under Review
A000851,C01197,B004,2024-09-07 0:00:00,Structuring,1582777,Medium,Closed
A000852,C00335,B008,2023-07-16 0:00:00,IFTR,3888779,Low,Open
A000853,C02040,B005,2025-02-16 0:00:00,Suspicious Activity,6074071,Low,Open
A000854,C02183,B002,2023-05-04 0:00:00,Structuring,3089620,Medium,Under Review
A000855,C02857,B006,2023-05-24 0:00:00,IFTR,5474362,Low,Closed
A000856,C01988,B003,2024-05-24 0:00:00,Structuring,2312940,Medium,Open
A000857,C01425,B004,2024-01-11 0:00:00,Structuring,4630906,High,Under Review
A000858,C02237,B006,2025-06-12 0:00:00,Structuring,6677498,Medium,Closed
A000859,C00792,B007,2025-01-05 0:00:00,Structuring,4242250,Medium,Closed
A000860,C00420,B006,2023-09-21 0:00:00,IFTR,6976748,High,Closed
A000861,C00253,B007,2023-01-13 0:00:00,CTR,2768220,Medium,Under Review
A000862,C00213,B008,2023-02-07 0:00:00,CTR,4362005,Low,Under Review
A000863,C02165,B001,2025-10-27 0:00:00,Suspicious Activity,418362,Low,Open
A000864,C01642,B006,2023-02-25 0:00:00,Suspicious Activity,8569530,Low,Open
A000865,C02613,B002,2025-12-07 0:00:00,Suspicious Activity,1378029,Medium,Open
A000866,C00448,B003,2025-11-23 0:00:00,Structuring,1768334,High,Under Review
A000867,C02201,B005,2023-01-19 0:00:00,IFTR,8759193,Low,Closed
A000868,C00849,B006,2024-12-01 0:00:00,Structuring,4636773,Low,Under Review
A000869,C00144,B001,2025-01-17 0:00:00,Structuring,9505355,Low,Closed
A000870,C01200,B007,2024-11-06 0:00:00,Suspicious Activity,5419339,Low,Closed
A000871,C01788,B006,2025-02-26 0:00:00,Suspicious Activity,3469425,Medium,Open
A000872,C02063,B002,2024-07-15 0:00:00,Structuring,4505021,Medium,Closed
A000873,C01133,B002,2024-10-18 0:00:00,Structuring,2777570,Low,Closed
A000874,C01374,B002,2023-12-05 0:00:00,Suspicious Activity,9459434,High,Under Review
A000875,C01325,B003,2025-09-08 0:00:00,IFTR,7506956,Medium,Under Review
A000876,C00450,B004,2025-01-19 0:00:00,Structuring,3942798,Medium,Under Review
A000877,C01850,B003,2024-07-14 0:00:00,CTR,9359650,High,Closed
A000878,C02353,B007,2024-05-31 0:00:00,IFTR,9173542,Medium,Open
A000879,C00030,B005,2025-06-17 0:00:00,IFTR,5461117,Low,Closed
A000880,C00744,B007,2024-02-03 0:00:00,CTR,2092319,High,Open
A000881,C02885,B006,2023-07-19 0:00:00,CTR,670783,High,Closed
A000882,C02638,B003,2024-07-05 0:00:00,CTR,577294,High,Closed
A000883,C02082,B007,2023-06-15 0:00:00,Suspicious Activity,1130696,Low,Closed
A000884,C02050,B001,2025-03-30 0:00:00,Suspicious Activity,7254330,Low,Open
A000885,C00196,B005,2024-08-07 0:00:00,Structuring,8648745,Low,Under Review
A000886,C01603,B004,2025-06-27 0:00:00,IFTR,1828224,Low,Open
A000887,C02815,B006,2025-07-30 0:00:00,IFTR,2386274,Medium,Closed
A000888,C00312,B002,2025-08-21 0:00:00,Structuring,9961015,Low,Open
A000889,C00117,B001,2025-04-13 0:00:00,Suspicious Activity,9934590,Medium,Closed
A000890,C02471,B006,2024-08-05 0:00:00,Structuring,6527690,Low,Closed
A000891,C02995,B005,2023-06-30 0:00:00,CTR,7829438,Low,Under Review
A000892,C01381,B001,2023-09-16 0:00:00,Structuring,643186,High,Open
A000893,C00612,B001,2023-05-14 0:00:00,CTR,4777735,High,Open
A000894,C02987,B005,2024-12-15 0:00:00,IFTR,8368018,Medium,Closed
A000895,C00878,B007,2025-08-19 0:00:00,Suspicious Activity,4373059,Medium,Open
A000896,C01672,B002,2025-11-16 0:00:00,Suspicious Activity,7412160,Low,Under Review
A000897,C01710,B003,2023-02-05 0:00:00,CTR,476991,Low,Open
A000898,C00080,B002,2025-05-19 0:00:00,Structuring,1558697,Low,Closed
A000899,C00089,B006,2025-05-23 0:00:00,Structuring,3751484,Medium,Closed
A000900,C00221,B008,2024-05-06 0:00:00,Structuring,1960036,High,Closed
A000901,C01782,B004,2023-06-30 0:00:00,IFTR,3561894,Medium,Closed
A000902,C01088,B002,2023-08-19 0:00:00,IFTR,8888990,High,Closed
A000903,C00045,B008,2025-05-01 0:00:00,CTR,1360268,Low,Open
A000904,C00276,B001,2025-05-20 0:00:00,Structuring,5515030,Medium,Closed
A000905,C00042,B006,2025-08-14 0:00:00,CTR,4841654,Low,Under Review
A000906,C02816,B003,2025-10-21 0:00:00,Suspicious Activity,2462470,High,Under Review
A000907,C02963,B002,2024-06-20 0:00:00,CTR,6102768,Medium,Under Review
A000908,C01363,B002,2025-06-20 0:00:00,Structuring,7839157,High,Under Review
A000909,C02443,B006,2023-04-11 0:00:00,CTR,4984154,Low,Under Review
A000910,C01274,B001,2023-02-22 0:00:00,Suspicious Activity,3584532,High,Closed
A000911,C02581,B001,2023-06-29 0:00:00,IFTR,5883645,Medium,Under Review
A000912,C02623,B005,2025-03-02 0:00:00,Suspicious Activity,3392185,Low,Under Review
A000913,C02184,B007,2025-07-13 0:00:00,Structuring,2538346,Medium,Closed
A000914,C01267,B006,2024-04-26 0:00:00,Structuring,7661818,Low,Open
A000915,C02595,B006,2024-01-24 0:00:00,CTR,2553855,Low,Closed
A000916,C02531,B007,2024-02-07 0:00:00,Structuring,2384724,Medium,Under Review
A000917,C00527,B005,2025-07-12 0:00:00,IFTR,6035302,Medium,Open
A000918,C01031,B002,2025-06-25 0:00:00,CTR,4703380,Low,Closed
A000919,C02517,B007,2025-05-27 0:00:00,Structuring,8368908,High,Open
A000920,C02553,B005,2025-06-19 0:00:00,Suspicious Activity,2062310,High,Closed
A000921,C00497,B002,2023-07-29 0:00:00,Suspicious Activity,9292572,Medium,Open
A000922,C02721,B005,2024-05-13 0:00:00,Structuring,6192356,Medium,Open
A000923,C01814,B003,2023-01-20 0:00:00,CTR,3456811,Medium,Under Review
A000924,C02780,B005,2023-08-05 0:00:00,CTR,3767712,High,Open
A000925,C01782,B001,2025-02-06 0:00:00,CTR,9517312,High,Closed
A000926,C01344,B001,2024-01-16 0:00:00,Suspicious Activity,9627081,Medium,Open
A000927,C00064,B002,2024-05-24 0:00:00,CTR,9999612,Low,Closed
A000928,C01881,B004,2023-06-11 0:00:00,CTR,2619952,High,Under Review
A000929,C01557,B005,2024-12-22 0:00:00,Suspicious Activity,858713,High,Under Review
A000930,C01723,B001,2025-07-17 0:00:00,Suspicious Activity,6536155,High,Under Review
A000931,C01877,B006,2024-02-02 0:00:00,Structuring,4101365,Medium,Closed
A000932,C01176,B008,2024-12-11 0:00:00,Suspicious Activity,2037786,Low,Open
A000933,C00400,B006,2024-08-20 0:00:00,Suspicious Activity,7221236,Medium,Open
A000934,C01296,B002,2024-06-27 0:00:00,Suspicious Activity,9946125,Low,Under Review
A000935,C01577,B007,2025-02-02 0:00:00,Structuring,620736,Medium,Open
A000936,C00508,B004,2025-05-02 0:00:00,Structuring,4904689,Low,Closed
A000937,C02850,B004,2023-06-29 0:00:00,Suspicious Activity,275881,Low,Closed
A000938,C02205,B007,2023-11-16 0:00:00,Structuring,4030293,High,Under Review
A000939,C01863,B002,2023-05-11 0:00:00,Suspicious Activity,6837210,Medium,Under Review
A000940,C02977,B006,2025-12-10 0:00:00,Structuring,7773037,Medium,Open
A000941,C01757,B008,2025-04-03 0:00:00,IFTR,5193435,High,Open
A000942,C02902,B008,2025-09-04 0:00:00,IFTR,7884488,High,Open
A000943,C01658,B007,2025-10-09 0:00:00,CTR,4323401,Medium,Closed
A000944,C01550,B007,2024-08-16 0:00:00,IFTR,579508,Low,Under Review
A000945,C02740,B008,2023-07-20 0:00:00,Suspicious Activity,354812,Medium,Open
A000946,C00192,B005,2023-11-23 0:00:00,Suspicious Activity,357670,Low,Under Review
A000947,C01905,B001,2023-11-01 0:00:00,IFTR,5644393,High,Open
A000948,C01607,B003,2023-06-28 0:00:00,CTR,1240242,Low,Open
A000949,C02444,B002,2023-06-02 0:00:00,Structuring,2749520,High,Open
A000950,C01375,B008,2024-04-01 0:00:00,IFTR,8016566,Low,Under Review
A000951,C01073,B005,2024-01-06 0:00:00,Structuring,7072652,Low,Open
A000952,C01094,B008,2025-02-10 0:00:00,Suspicious Activity,4939457,High,Under Review
A000953,C00044,B007,2023-07-07 0:00:00,CTR,3326400,Medium,Open
A000954,C02299,B003,2023-12-24 0:00:00,CTR,559224,Low,Open
A000955,C00397,B002,2024-09-25 0:00:00,Structuring,6576122,Low,Open
A000956,C00150,B007,2023-11-02 0:00:00,Structuring,484821,Low,Closed
A000957,C01194,B006,2023-07-05 0:00:00,IFTR,8606185,Low,Open
A000958,C01640,B008,2023-04-17 0:00:00,IFTR,8379904,Medium,Open
A000959,C01717,B001,2024-01-22 0:00:00,Suspicious Activity,9027731,High,Under Review
A000960,C01506,B004,2025-05-28 0:00:00,IFTR,9572559,Medium,Closed
A000961,C01826,B008,2023-12-22 0:00:00,CTR,7434315,Medium,Closed
A000962,C01576,B008,2025-01-29 0:00:00,IFTR,3276269,Medium,Under Review
A000963,C00763,B008,2023-08-23 0:00:00,Suspicious Activity,6625945,Low,Closed
A000964,C00016,B002,2025-11-22 0:00:00,CTR,9695103,Low,Open
A000965,C01397,B003,2024-11-06 0:00:00,IFTR,3392511,Low,Open
A000966,C02070,B003,2023-03-19 0:00:00,IFTR,8494829,Low,Under Review
A000967,C01498,B008,2024-01-05 0:00:00,CTR,7077702,Medium,Under Review
A000968,C00103,B007,2024-03-20 0:00:00,Suspicious Activity,6496009,Medium,Open
A000969,C02949,B002,2024-09-14 0:00:00,Suspicious Activity,2830104,High,Under Review
A000970,C00619,B004,2025-02-05 0:00:00,Structuring,4753495,Low,Open
A000971,C01621,B002,2025-12-05 0:00:00,Suspicious Activity,1458032,High,Open
A000972,C00418,B007,2024-04-18 0:00:00,Suspicious Activity,6031699,Low,Closed
A000973,C02847,B005,2023-06-16 0:00:00,CTR,4227134,High,Under Review
A000974,C00686,B006,2023-12-03 0:00:00,Structuring,1862071,High,Open
A000975,C00333,B002,2025-06-05 0:00:00,CTR,4982750,High,Under Review
A000976,C02778,B002,2023-04-23 0:00:00,Structuring,8165238,Medium,Open
A000977,C02765,B007,2023-11-25 0:00:00,Suspicious Activity,4207828,Low,Closed
A000978,C02486,B008,2025-09-01 0:00:00,IFTR,9598032,Medium,Open
A000979,C01615,B003,2023-01-03 0:00:00,CTR,5989633,Medium,Closed
A000980,C01943,B008,2023-05-05 0:00:00,IFTR,2002361,Medium,Closed
A000981,C00991,B007,2023-06-03 0:00:00,Suspicious Activity,4519217,Low,Closed
A000982,C01281,B002,2024-07-10 0:00:00,Suspicious Activity,6908241,High,Closed
A000983,C02525,B006,2025-07-21 0:00:00,IFTR,7792574,High,Open
A000984,C02894,B004,2023-06-09 0:00:00,CTR,987650,Low,Open
A000985,C00258,B007,2025-09-02 0:00:00,CTR,6007164,High,Open
A000986,C01993,B002,2025-05-25 0:00:00,Suspicious Activity,7421446,Medium,Open
A000987,C01976,B006,2024-04-17 0:00:00,Structuring,1095958,Medium,Closed
A000988,C02959,B008,2024-10-29 0:00:00,Suspicious Activity,7480016,Low,Under Review
A000989,C02374,B005,2023-06-26 0:00:00,IFTR,7559670,Low,Open
A000990,C00368,B005,2025-02-19 0:00:00,Structuring,7662978,High,Open
A000991,C02438,B004,2024-11-06 0:00:00,IFTR,4495417,Low,Open
A000992,C02483,B007,2023-04-20 0:00:00,Suspicious Activity,5062547,Medium,Under Review
A000993,C02207,B002,2024-07-05 0:00:00,Suspicious Activity,6611328,High,Under Review
A000994,C00525,B008,2025-08-03 0:00:00,IFTR,7967554,Medium,Closed
A000995,C00376,B003,2024-10-02 0:00:00,CTR,1944020,High,Under Review
A000996,C01900,B006,2024-09-08 0:00:00,Structuring,5752654,Low,Closed
A000997,C01408,B001,2023-08-29 0:00:00,CTR,5652003,Low,Open
A000998,C00332,B006,2025-05-20 0:00:00,IFTR,2036704,Medium,Closed
A000999,C02477,B008,2025-10-23 0:00:00,IFTR,361973,Low,Under Review
A001000,C02046,B001,2025-08-20 0:00:00,IFTR,4604341,Medium,Under Review
A001001,C01344,B006,2024-03-03 0:00:00,CTR,2760153,High,Closed
A001002,C02929,B007,2025-07-21 0:00:00,IFTR,6452390,Low,Under Review
A001003,C00674,B004,2024-08-22 0:00:00,Structuring,9282421,High,Open
A001004,C02964,B001,2025-11-27 0:00:00,IFTR,9207933,Low,Closed
A001005,C02510,B002,2024-04-17 0:00:00,CTR,2012793,High,Open
A001006,C01660,B004,2023-02-03 0:00:00,CTR,7961211,Low,Closed
A001007,C02438,B001,2025-06-22 0:00:00,Structuring,6636152,Low,Open
A001008,C01462,B006,2024-10-06 0:00:00,Suspicious Activity,8780308,Medium,Open
A001009,C00845,B003,2025-07-22 0:00:00,CTR,7230209,Medium,Under Review
A001010,C01441,B007,2023-10-03 0:00:00,Suspicious Activity,8940842,Low,Open
A001011,C00266,B001,2025-02-16 0:00:00,Suspicious Activity,3557168,High,Open
A001012,C00026,B003,2024-04-16 0:00:00,CTR,4121582,High,Open
A001013,C02908,B002,2023-03-20 0:00:00,CTR,7695821,Low,Closed
A001014,C02118,B006,2025-11-15 0:00:00,IFTR,6148501,High,Closed
A001015,C01001,B006,2024-12-06 0:00:00,Suspicious Activity,2612492,Low,Open
A001016,C00014,B004,2024-05-22 0:00:00,Structuring,2456906,High,Closed
A001017,C02493,B008,2025-11-20 0:00:00,Suspicious Activity,830869,Low,Open
A001018,C00999,B005,2023-04-27 0:00:00,Suspicious Activity,8110745,High,Under Review
A001019,C02044,B001,2025-10-21 0:00:00,CTR,2495995,Low,Open
A001020,C01584,B004,2023-07-19 0:00:00,Structuring,9796925,Low,Under Review
A001021,C01766,B003,2023-12-04 0:00:00,Structuring,2976578,High,Under Review
A001022,C02197,B004,2025-07-14 0:00:00,Suspicious Activity,7231341,Medium,Closed
A001023,C02108,B008,2023-02-14 0:00:00,Structuring,7274237,Medium,Open
A001024,C00834,B005,2024-09-11 0:00:00,IFTR,1314609,Medium,Closed
A001025,C00228,B008,2023-03-27 0:00:00,Suspicious Activity,5093167,Low,Open
A001026,C02646,B003,2023-09-25 0:00:00,Structuring,3852423,Medium,Open
A001027,C00986,B003,2025-04-05 0:00:00,IFTR,4628755,Medium,Under Review
A001028,C02402,B006,2025-02-23 0:00:00,Structuring,1120204,Low,Open
A001029,C01700,B004,2025-01-09 0:00:00,IFTR,8415293,Medium,Under Review
A001030,C00812,B002,2023-03-23 0:00:00,IFTR,1490684,Medium,Closed
